,Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version,LATITUDE,LONGITUDE,COUNT
295,dpz2z3c,"POLYGON((-79.4847106933594 43.7351989746094, -79.4833374023438 43.7351989746094, -79.4833374023438 43.736572265625, -79.4847106933594 43.736572265625, -79.4847106933594 43.7351989746094))",43.735,-79.485,43.737,-79.483,POINT(-79.48425 43.73605),43.736,-79.484,Toronto,,Ontario,Canada,CA-ON,0.067,50,2022-02-02,5.1,43.736,-79.484,1
296,dpz8d6g,"POLYGON((-79.3501281738281 43.6967468261719, -79.3487548828125 43.6967468261719, -79.3487548828125 43.6981201171875, -79.3501281738281 43.6981201171875, -79.3501281738281 43.6967468261719))",43.697,-79.35,43.698,-79.349,POINT(-79.3494 43.69796),43.698,-79.349,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1,43.698,-79.349,3
297,dpz894f,"POLYGON((-79.4064331054688 43.6967468261719, -79.4050598144531 43.6967468261719, -79.4050598144531 43.6981201171875, -79.4064331054688 43.6981201171875, -79.4064331054688 43.6967468261719))",43.697,-79.406,43.698,-79.405,POINT(-79.40556 43.69767),43.698,-79.406,Toronto,,Ontario,Canada,CA-ON,0.048,32,2022-02-02,5.1,43.698,-79.406,2
298,dpz2wfu,"POLYGON((-79.5025634765625 43.6967468261719, -79.5011901855469 43.6967468261719, -79.5011901855469 43.6981201171875, -79.5025634765625 43.6981201171875, -79.5025634765625 43.6967468261719))",43.697,-79.503,43.698,-79.501,POINT(-79.50219 43.69745),43.697,-79.502,Toronto,,Ontario,Canada,CA-ON,0.025,21,2022-02-02,5.1,43.697,-79.502,2
299,dpz2tfu,"POLYGON((-79.5465087890625 43.6967468261719, -79.5451354980469 43.6967468261719, -79.5451354980469 43.6981201171875, -79.5465087890625 43.6981201171875, -79.5465087890625 43.6967468261719))",43.697,-79.547,43.698,-79.545,POINT(-79.54609 43.69727),43.697,-79.546,Toronto,,Ontario,Canada,CA-ON,0.024,9,2022-02-02,5.1,43.697,-79.546,6
300,dpz884c,"POLYGON((-79.4517517089844 43.6967468261719, -79.4503784179688 43.6967468261719, -79.4503784179688 43.6981201171875, -79.4517517089844 43.6981201171875, -79.4517517089844 43.6967468261719))",43.697,-79.452,43.698,-79.45,POINT(-79.45096 43.69733),43.697,-79.451,Toronto,,Ontario,Canada,CA-ON,0.007,4,2022-02-02,5.1,43.697,-79.451,1
301,dpz2t6b,"POLYGON((-79.573974609375 43.6967468261719, -79.5726013183594 43.6967468261719, -79.5726013183594 43.6981201171875, -79.573974609375 43.6981201171875, -79.573974609375 43.6967468261719))",43.697,-79.574,43.698,-79.573,POINT(-79.57346 43.69737),43.697,-79.573,Toronto,,Ontario,Canada,CA-ON,0.02,11,2022-02-02,5.1,43.697,-79.573,1
302,dpz9h34,"POLYGON((-79.2636108398438 43.7750244140625, -79.2622375488281 43.7750244140625, -79.2622375488281 43.7763977050781, -79.2636108398438 43.7763977050781, -79.2636108398438 43.7750244140625))",43.775,-79.264,43.776,-79.262,POINT(-79.26323 43.77569),43.776,-79.263,Toronto,,Ontario,Canada,CA-ON,0.01,18,2022-02-02,5.1,43.776,-79.263,1
303,dpz943j,"POLYGON((-79.3473815917969 43.7750244140625, -79.3460083007812 43.7750244140625, -79.3460083007812 43.7763977050781, -79.3473815917969 43.7763977050781, -79.3473815917969 43.7750244140625))",43.775,-79.347,43.776,-79.346,POINT(-79.34681 43.77541),43.775,-79.347,Toronto,,Ontario,Canada,CA-ON,0.014,8,2022-02-02,5.1,43.775,-79.347,4
304,dpz9j11,"POLYGON((-79.2320251464844 43.7750244140625, -79.2306518554688 43.7750244140625, -79.2306518554688 43.7763977050781, -79.2320251464844 43.7763977050781, -79.2320251464844 43.7750244140625))",43.775,-79.232,43.776,-79.231,POINT(-79.23151 43.77592),43.776,-79.232,Toronto,,Ontario,Canada,CA-ON,0.009,6,2022-02-02,5.1,43.776,-79.232,1
305,dpz94cn,"POLYGON((-79.3240356445312 43.7750244140625, -79.3226623535156 43.7750244140625, -79.3226623535156 43.7763977050781, -79.3240356445312 43.7763977050781, -79.3240356445312 43.7750244140625))",43.775,-79.324,43.776,-79.323,POINT(-79.32309 43.7754),43.775,-79.323,Toronto,,Ontario,Canada,CA-ON,0.009,9,2022-02-02,5.1,43.775,-79.323,1
306,dpz8b6p,"POLYGON((-79.4325256347656 43.736572265625, -79.43115234375 43.736572265625, -79.43115234375 43.7379455566406, -79.4325256347656 43.7379455566406, -79.4325256347656 43.736572265625))",43.737,-79.433,43.738,-79.431,POINT(-79.43205 43.73685),43.737,-79.432,Toronto,,Ontario,Canada,CA-ON,0.148,1916,2022-02-02,5.1,43.737,-79.432,2
307,dpz2v6n,"POLYGON((-79.5657348632812 43.736572265625, -79.5643615722656 43.736572265625, -79.5643615722656 43.7379455566406, -79.5657348632812 43.7379455566406, -79.5657348632812 43.736572265625))",43.737,-79.566,43.738,-79.564,POINT(-79.56521 43.73718),43.737,-79.565,Toronto,,Ontario,Canada,CA-ON,0.016,15,2022-02-02,5.1,43.737,-79.565,6
308,dpz8ff0,"POLYGON((-79.332275390625 43.736572265625, -79.3309020996094 43.736572265625, -79.3309020996094 43.7379455566406, -79.332275390625 43.7379455566406, -79.332275390625 43.736572265625))",43.737,-79.332,43.738,-79.331,POINT(-79.3321 43.73726),43.737,-79.332,Toronto,,Ontario,Canada,CA-ON,0.004,22,2022-02-02,5.1,43.737,-79.332,1
309,dpz8udj,"POLYGON((-79.2485046386719 43.736572265625, -79.2471313476562 43.736572265625, -79.2471313476562 43.7379455566406, -79.2485046386719 43.7379455566406, -79.2485046386719 43.736572265625))",43.737,-79.248,43.738,-79.247,POINT(-79.24786 43.73696),43.737,-79.248,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1,43.737,-79.248,1
310,dpz8fd0,"POLYGON((-79.34326171875 43.736572265625, -79.3418884277344 43.736572265625, -79.3418884277344 43.7379455566406, -79.34326171875 43.7379455566406, -79.34326171875 43.736572265625))",43.737,-79.343,43.738,-79.342,POINT(-79.34279 43.73729),43.737,-79.343,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1,43.737,-79.343,2
311,dpz8udn,"POLYGON((-79.2471313476562 43.736572265625, -79.2457580566406 43.736572265625, -79.2457580566406 43.7379455566406, -79.2471313476562 43.7379455566406, -79.2471313476562 43.736572265625))",43.737,-79.247,43.738,-79.246,POINT(-79.24619 43.73718),43.737,-79.246,Toronto,,Ontario,Canada,CA-ON,0.028,17,2022-02-02,5.1,43.737,-79.246,3
312,dpz8b6j,"POLYGON((-79.4352722167969 43.736572265625, -79.4338989257812 43.736572265625, -79.4338989257812 43.7379455566406, -79.4352722167969 43.7379455566406, -79.4352722167969 43.736572265625))",43.737,-79.435,43.738,-79.434,POINT(-79.43423 43.7374),43.737,-79.434,Toronto,,Ontario,Canada,CA-ON,0.03,22,2022-02-02,5.1,43.737,-79.434,1
313,dpz89g4,"POLYGON((-79.3734741210938 43.6981201171875, -79.3721008300781 43.6981201171875, -79.3721008300781 43.6994934082031, -79.3734741210938 43.6994934082031, -79.3734741210938 43.6981201171875))",43.698,-79.373,43.699,-79.372,POINT(-79.37235 43.69849),43.698,-79.372,Toronto,,Ontario,Canada,CA-ON,0.011,3,2022-02-02,5.1,43.698,-79.372,1
314,dpz8de5,"POLYGON((-79.3391418457031 43.6981201171875, -79.3377685546875 43.6981201171875, -79.3377685546875 43.6994934082031, -79.3391418457031 43.6994934082031, -79.3391418457031 43.6981201171875))",43.698,-79.339,43.699,-79.338,POINT(-79.33847 43.6988),43.699,-79.338,Toronto,,Ontario,Canada,CA-ON,0.006,29,2022-02-02,5.1,43.699,-79.338,1
315,dpz2x7p,"POLYGON((-79.4764709472656 43.6981201171875, -79.47509765625 43.6981201171875, -79.47509765625 43.6994934082031, -79.4764709472656 43.6994934082031, -79.4764709472656 43.6981201171875))",43.698,-79.476,43.699,-79.475,POINT(-79.47579 43.69922),43.699,-79.476,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1,43.699,-79.476,1
316,dpz2sgn,"POLYGON((-79.5877075195312 43.6981201171875, -79.5863342285156 43.6981201171875, -79.5863342285156 43.6994934082031, -79.5877075195312 43.6994934082031, -79.5877075195312 43.6981201171875))",43.698,-79.588,43.699,-79.586,POINT(-79.5871 43.69927),43.699,-79.587,Toronto,,Ontario,Canada,CA-ON,0.009,7,2022-02-02,5.1,43.699,-79.587,1
317,dpz2w5j,"POLYGON((-79.5341491699219 43.6981201171875, -79.5327758789063 43.6981201171875, -79.5327758789063 43.6994934082031, -79.5341491699219 43.6994934082031, -79.5341491699219 43.6981201171875))",43.698,-79.534,43.699,-79.533,POINT(-79.53366 43.69856),43.699,-79.534,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1,43.699,-79.534,2
318,dpz8874,"POLYGON((-79.4393920898438 43.6981201171875, -79.4380187988281 43.6981201171875, -79.4380187988281 43.6994934082031, -79.4393920898438 43.6994934082031, -79.4393920898438 43.6981201171875))",43.698,-79.439,43.699,-79.438,POINT(-79.4388 43.69814),43.698,-79.439,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1,43.698,-79.439,2
319,dpz9ju7,"POLYGON((-79.1963195800781 43.7928771972656, -79.1949462890625 43.7928771972656, -79.1949462890625 43.7942504882812, -79.1963195800781 43.7942504882812, -79.1963195800781 43.7928771972656))",43.793,-79.196,43.794,-79.195,POINT(-79.19622 43.79416),43.794,-79.196,Toronto,,Ontario,Canada,CA-ON,0.003,3,2022-02-02,5.1,43.794,-79.196,2
320,dpz94u2,"POLYGON((-79.332275390625 43.7928771972656, -79.3309020996094 43.7928771972656, -79.3309020996094 43.7942504882812, -79.332275390625 43.7942504882812, -79.332275390625 43.7928771972656))",43.793,-79.332,43.794,-79.331,POINT(-79.33146 43.79313),43.793,-79.331,Toronto,,Ontario,Canada,CA-ON,0.019,11,2022-02-02,5.1,43.793,-79.331,4
321,dpz88e2,"POLYGON((-79.43115234375 43.6994934082031, -79.4297790527344 43.6994934082031, -79.4297790527344 43.7008666992188, -79.43115234375 43.7008666992188, -79.43115234375 43.6994934082031))",43.699,-79.431,43.701,-79.43,POINT(-79.43067 43.69983),43.7,-79.431,Toronto,,Ontario,Canada,CA-ON,0.013,7,2022-02-02,5.1,43.7,-79.431,1
322,dpz2wg7,"POLYGON((-79.5039367675781 43.6994934082031, -79.5025634765625 43.6994934082031, -79.5025634765625 43.7008666992188, -79.5039367675781 43.7008666992188, -79.5039367675781 43.6994934082031))",43.699,-79.504,43.701,-79.503,POINT(-79.50324 43.70075),43.701,-79.503,Toronto,,Ontario,Canada,CA-ON,0.02,5,2022-02-02,5.1,43.701,-79.503,1
323,dpz89e2,"POLYGON((-79.38720703125 43.6994934082031, -79.3858337402344 43.6994934082031, -79.3858337402344 43.7008666992188, -79.38720703125 43.7008666992188, -79.38720703125 43.6994934082031))",43.699,-79.387,43.701,-79.386,POINT(-79.38685 43.70012),43.7,-79.387,Toronto,,Ontario,Canada,CA-ON,0.007,4,2022-02-02,5.1,43.7,-79.387,1
324,dpz8e53,"POLYGON((-79.3199157714844 43.6994934082031, -79.3185424804688 43.6994934082031, -79.3185424804688 43.7008666992188, -79.3199157714844 43.7008666992188, -79.3199157714844 43.6994934082031))",43.699,-79.32,43.701,-79.319,POINT(-79.31922 43.70006),43.7,-79.319,Toronto,,Ontario,Canada,CA-ON,0.006,9,2022-02-02,5.1,43.7,-79.319,3
325,dpz2we6,"POLYGON((-79.5162963867188 43.6994934082031, -79.5149230957031 43.6994934082031, -79.5149230957031 43.7008666992188, -79.5162963867188 43.7008666992188, -79.5162963867188 43.6994934082031))",43.699,-79.516,43.701,-79.515,POINT(-79.51568 43.70012),43.7,-79.516,Toronto,,Ontario,Canada,CA-ON,0.008,4,2022-02-02,5.1,43.7,-79.516,7
326,dpz8dek,"POLYGON((-79.3377685546875 43.6994934082031, -79.3363952636719 43.6994934082031, -79.3363952636719 43.7008666992188, -79.3377685546875 43.7008666992188, -79.3377685546875 43.6994934082031))",43.699,-79.338,43.701,-79.336,POINT(-79.33729 43.70016),43.7,-79.337,Toronto,,Ontario,Canada,CA-ON,0.005,11,2022-02-02,5.1,43.7,-79.337,4
327,dpz8fj7,"POLYGON((-79.3611145019531 43.7544250488281, -79.3597412109375 43.7544250488281, -79.3597412109375 43.7557983398438, -79.3611145019531 43.7557983398438, -79.3611145019531 43.7544250488281))",43.754,-79.361,43.756,-79.36,POINT(-79.36044 43.75499),43.755,-79.36,Toronto,,Ontario,Canada,CA-ON,0.029,21,2022-02-02,5.1,43.755,-79.36,1
328,dpz2um7,"POLYGON((-79.6138000488281 43.7544250488281, -79.6124267578125 43.7544250488281, -79.6124267578125 43.7557983398438, -79.6138000488281 43.7557983398438, -79.6138000488281 43.7544250488281))",43.754,-79.614,43.756,-79.612,POINT(-79.61353 43.75529),43.755,-79.614,Toronto,,Ontario,Canada,CA-ON,0.009,12,2022-02-02,5.1,43.755,-79.614,4
329,dpz2um6,"POLYGON((-79.6151733398438 43.7544250488281, -79.6138000488281 43.7544250488281, -79.6138000488281 43.7557983398438, -79.6151733398438 43.7557983398438, -79.6151733398438 43.7544250488281))",43.754,-79.615,43.756,-79.614,POINT(-79.61434 43.75542),43.755,-79.614,Toronto,,Ontario,Canada,CA-ON,0.014,29,2022-02-02,5.1,43.755,-79.614,4
330,dpz8utr,"POLYGON((-79.2457580566406 43.7544250488281, -79.244384765625 43.7544250488281, -79.244384765625 43.7557983398438, -79.2457580566406 43.7557983398438, -79.2457580566406 43.7544250488281))",43.754,-79.246,43.756,-79.244,POINT(-79.24527 43.75497),43.755,-79.245,Toronto,,Ontario,Canada,CA-ON,0.022,25,2022-02-02,5.1,43.755,-79.245,7
331,dpz2ym6,"POLYGON((-79.5272827148438 43.7544250488281, -79.5259094238281 43.7544250488281, -79.5259094238281 43.7557983398437, -79.5272827148438 43.7557983398438, -79.5272827148438 43.7544250488281))",43.754,-79.527,43.756,-79.526,POINT(-79.52682 43.75525),43.755,-79.527,Toronto,,Ontario,Canada,CA-ON,0.004,4,2022-02-02,5.1,43.755,-79.527,1
332,dpz8bm6,"POLYGON((-79.4393920898438 43.7544250488281, -79.4380187988281 43.7544250488281, -79.4380187988281 43.7557983398438, -79.4393920898438 43.7557983398437, -79.4393920898438 43.7544250488281))",43.754,-79.439,43.756,-79.438,POINT(-79.43847 43.75536),43.755,-79.438,Toronto,,Ontario,Canada,CA-ON,0.016,14,2022-02-02,5.1,43.755,-79.438,6
333,dpz82s3,"POLYGON((-79.4297790527344 43.6610412597656, -79.4284057617188 43.6610412597656, -79.4284057617188 43.6624145507813, -79.4297790527344 43.6624145507812, -79.4297790527344 43.6610412597656))",43.661,-79.43,43.662,-79.428,POINT(-79.42938 43.66149),43.661,-79.429,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1,43.661,-79.429,2
334,dpz83s7,"POLYGON((-79.3830871582031 43.6610412597656, -79.3817138671875 43.6610412597656, -79.3817138671875 43.6624145507812, -79.3830871582031 43.6624145507812, -79.3830871582031 43.6610412597656))",43.661,-79.383,43.662,-79.382,POINT(-79.3828 43.66133),43.661,-79.383,Toronto,,Ontario,Canada,CA-ON,0.007,6,2022-02-02,5.1,43.661,-79.383,2
335,dpz83u6,"POLYGON((-79.3734741210938 43.6610412597656, -79.3721008300781 43.6610412597656, -79.3721008300781 43.6624145507813, -79.3734741210938 43.6624145507812, -79.3734741210938 43.6610412597656))",43.661,-79.373,43.662,-79.372,POINT(-79.37246 43.66148),43.661,-79.372,Toronto,,Ontario,Canada,CA-ON,0.036,11,2022-02-02,5.1,43.661,-79.372,1
336,dpz83s2,"POLYGON((-79.38720703125 43.6610412597656, -79.3858337402344 43.6610412597656, -79.3858337402344 43.6624145507812, -79.38720703125 43.6624145507812, -79.38720703125 43.6610412597656))",43.661,-79.387,43.662,-79.386,POINT(-79.38611 43.66153),43.662,-79.386,Toronto,,Ontario,Canada,CA-ON,0.014,7,2022-02-02,5.1,43.662,-79.386,3
337,dpz82sk,"POLYGON((-79.4256591796875 43.6610412597656, -79.4242858886719 43.6610412597656, -79.4242858886719 43.6624145507812, -79.4256591796875 43.6624145507812, -79.4256591796875 43.6610412597656))",43.661,-79.426,43.662,-79.424,POINT(-79.42529 43.66197),43.662,-79.425,Toronto,,Ontario,Canada,CA-ON,0.011,4,2022-02-02,5.1,43.662,-79.425,2
338,dpz86hm,"POLYGON((-79.3583679199219 43.6610412597656, -79.3569946289062 43.6610412597656, -79.3569946289062 43.6624145507812, -79.3583679199219 43.6624145507812, -79.3583679199219 43.6610412597656))",43.661,-79.358,43.662,-79.357,POINT(-79.35789 43.66125),43.661,-79.358,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1,43.661,-79.358,2
339,dpz94s9,"POLYGON((-79.3418884277344 43.7942504882812, -79.3405151367188 43.7942504882812, -79.3405151367188 43.7956237792969, -79.3418884277344 43.7956237792969, -79.3418884277344 43.7942504882812))",43.794,-79.342,43.796,-79.341,POINT(-79.34119 43.79512),43.795,-79.341,Toronto,,Ontario,Canada,CA-ON,0.011,10,2022-02-02,5.1,43.795,-79.341,2
340,dpz8vv8,"POLYGON((-79.200439453125 43.7557983398438, -79.1990661621094 43.7557983398438, -79.1990661621094 43.7571716308594, -79.200439453125 43.7571716308594, -79.200439453125 43.7557983398438))",43.756,-79.2,43.757,-79.199,POINT(-79.1994 43.75682),43.757,-79.199,Toronto,,Ontario,Canada,CA-ON,0.077,33,2022-02-02,5.1,43.757,-79.199,1
341,dpz2ymt,"POLYGON((-79.5231628417969 43.7557983398437, -79.5217895507812 43.7557983398437, -79.5217895507812 43.7571716308594, -79.5231628417969 43.7571716308594, -79.5231628417969 43.7557983398437))",43.756,-79.523,43.757,-79.522,POINT(-79.5223 43.75638),43.756,-79.522,Toronto,,Ontario,Canada,CA-ON,0.009,9,2022-02-02,5.1,43.756,-79.522,1
342,dpz8gjs,"POLYGON((-79.3157958984375 43.7557983398438, -79.3144226074219 43.7557983398438, -79.3144226074219 43.7571716308594, -79.3157958984375 43.7571716308594, -79.3157958984375 43.7557983398438))",43.756,-79.316,43.757,-79.314,POINT(-79.31476 43.7565),43.757,-79.315,Toronto,,Ontario,Canada,CA-ON,0.021,9,2022-02-02,5.1,43.757,-79.315,2
343,dpz88nt,"POLYGON((-79.4462585449219 43.7173461914062, -79.4448852539062 43.7173461914062, -79.4448852539062 43.7187194824219, -79.4462585449219 43.7187194824219, -79.4462585449219 43.7173461914062))",43.717,-79.446,43.719,-79.445,POINT(-79.44526 43.71817),43.718,-79.445,Toronto,,Ontario,Canada,CA-ON,0.009,7,2022-02-02,5.1,43.718,-79.445,1
344,dpz2wwd,"POLYGON((-79.5162963867188 43.7173461914062, -79.5149230957031 43.7173461914063, -79.5149230957031 43.7187194824219, -79.5162963867188 43.7187194824219, -79.5162963867188 43.7173461914062))",43.717,-79.516,43.719,-79.515,POINT(-79.51573 43.7179),43.718,-79.516,Toronto,,Ontario,Canada,CA-ON,0.002,4,2022-02-02,5.1,43.718,-79.516,1
345,dpz8dye,"POLYGON((-79.3281555175781 43.7173461914062, -79.3267822265625 43.7173461914063, -79.3267822265625 43.7187194824219, -79.3281555175781 43.7187194824219, -79.3281555175781 43.7173461914062))",43.717,-79.328,43.719,-79.327,POINT(-79.32742 43.71804),43.718,-79.327,Toronto,,Ontario,Canada,CA-ON,0.002,6,2022-02-02,5.1,43.718,-79.327,1
346,dpz88w9,"POLYGON((-79.4297790527344 43.7173461914062, -79.4284057617188 43.7173461914062, -79.4284057617188 43.7187194824219, -79.4297790527344 43.7187194824219, -79.4297790527344 43.7173461914062))",43.717,-79.43,43.719,-79.428,POINT(-79.42959 43.71837),43.718,-79.43,Toronto,,Ontario,Canada,CA-ON,0.07,81,2022-02-02,5.1,43.718,-79.43,1
347,dpz9nuv,"POLYGON((-79.1496276855469 43.7956237792969, -79.1482543945312 43.7956237792969, -79.1482543945312 43.7969970703125, -79.1496276855469 43.7969970703125, -79.1496276855469 43.7956237792969))",43.796,-79.15,43.797,-79.148,POINT(-79.14915 43.79569),43.796,-79.149,Toronto,,Ontario,Canada,CA-ON,0.002,13,2022-02-02,5.1,43.796,-79.149,1
348,dpz95ug,"POLYGON((-79.2842102050781 43.7956237792969, -79.2828369140625 43.7956237792969, -79.2828369140625 43.7969970703125, -79.2842102050781 43.7969970703125, -79.2842102050781 43.7956237792969))",43.796,-79.284,43.797,-79.283,POINT(-79.28333 43.79668),43.797,-79.283,Toronto,,Ontario,Canada,CA-ON,0.031,9,2022-02-02,5.1,43.797,-79.283,1
349,dpz95hg,"POLYGON((-79.3171691894531 43.7956237792969, -79.3157958984375 43.7956237792969, -79.3157958984375 43.7969970703125, -79.3171691894531 43.7969970703125, -79.3171691894531 43.7956237792969))",43.796,-79.317,43.797,-79.316,POINT(-79.31627 43.79667),43.797,-79.316,Toronto,,Ontario,Canada,CA-ON,0.034,10,2022-02-02,5.1,43.797,-79.316,1
350,dpz8uty,"POLYGON((-79.2471313476562 43.7571716308594, -79.2457580566406 43.7571716308594, -79.2457580566406 43.758544921875, -79.2471313476562 43.758544921875, -79.2471313476562 43.7571716308594))",43.757,-79.247,43.759,-79.246,POINT(-79.24602 43.75789),43.758,-79.246,Toronto,,Ontario,Canada,CA-ON,0.013,6,2022-02-02,5.1,43.758,-79.246,1
351,dpz8ftc,"POLYGON((-79.3418884277344 43.7571716308594, -79.3405151367188 43.7571716308594, -79.3405151367188 43.758544921875, -79.3418884277344 43.758544921875, -79.3418884277344 43.7571716308594))",43.757,-79.342,43.759,-79.341,POINT(-79.34102 43.75722),43.757,-79.341,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1,43.757,-79.341,1
352,dpz8gjy,"POLYGON((-79.3130493164062 43.7571716308594, -79.3116760253906 43.7571716308594, -79.3116760253906 43.758544921875, -79.3130493164062 43.758544921875, -79.3130493164062 43.7571716308594))",43.757,-79.313,43.759,-79.312,POINT(-79.31293 43.75846),43.758,-79.313,Toronto,,Ontario,Canada,CA-ON,0.004,4,2022-02-02,5.1,43.758,-79.313,1
353,dpz2ytu,"POLYGON((-79.5135498046875 43.7571716308594, -79.5121765136719 43.7571716308594, -79.5121765136719 43.758544921875, -79.5135498046875 43.758544921875, -79.5135498046875 43.7571716308594))",43.757,-79.514,43.759,-79.512,POINT(-79.51304 43.75811),43.758,-79.513,Toronto,,Ontario,Canada,CA-ON,0.014,9,2022-02-02,5.1,43.758,-79.513,3
354,dpz2ytb,"POLYGON((-79.51904296875 43.7571716308594, -79.5176696777344 43.7571716308594, -79.5176696777344 43.758544921875, -79.51904296875 43.758544921875, -79.51904296875 43.7571716308594))",43.757,-79.519,43.759,-79.518,POINT(-79.51802 43.75769),43.758,-79.518,Toronto,,Ontario,Canada,CA-ON,0.032,26,2022-02-02,5.1,43.758,-79.518,1
355,dpz2ytc,"POLYGON((-79.5176696777344 43.7571716308594, -79.5162963867188 43.7571716308594, -79.5162963867188 43.758544921875, -79.5176696777344 43.758544921875, -79.5176696777344 43.7571716308594))",43.757,-79.518,43.759,-79.516,POINT(-79.5175 43.75725),43.757,-79.517,Toronto,,Ontario,Canada,CA-ON,0.053,16,2022-02-02,5.1,43.757,-79.517,1
356,dpz8bvz,"POLYGON((-79.4105529785156 43.7571716308594, -79.4091796875 43.7571716308594, -79.4091796875 43.758544921875, -79.4105529785156 43.758544921875, -79.4105529785156 43.7571716308594))",43.757,-79.411,43.759,-79.409,POINT(-79.40986 43.75795),43.758,-79.41,Toronto,,Ontario,Canada,CA-ON,0.018,47,2022-02-02,5.1,43.758,-79.41,3
357,dpz89nv,"POLYGON((-79.4023132324219 43.7187194824219, -79.4009399414062 43.7187194824219, -79.4009399414062 43.7200927734375, -79.4023132324219 43.7200927734375, -79.4023132324219 43.7187194824219))",43.719,-79.402,43.72,-79.401,POINT(-79.40107 43.71945),43.719,-79.401,Toronto,,Ontario,Canada,CA-ON,0.014,6,2022-02-02,5.1,43.719,-79.401,1
358,dpz8eyg,"POLYGON((-79.2842102050781 43.7187194824219, -79.2828369140625 43.7187194824219, -79.2828369140625 43.7200927734375, -79.2842102050781 43.7200927734375, -79.2842102050781 43.7187194824219))",43.719,-79.284,43.72,-79.283,POINT(-79.28414 43.71935),43.719,-79.284,Toronto,,Ontario,Canada,CA-ON,0.022,4,2022-02-02,5.1,43.719,-79.284,2
359,dpz2wwz,"POLYGON((-79.5094299316406 43.7187194824219, -79.508056640625 43.7187194824219, -79.508056640625 43.7200927734375, -79.5094299316406 43.7200927734375, -79.5094299316406 43.7187194824219))",43.719,-79.509,43.72,-79.508,POINT(-79.50835 43.71947),43.719,-79.508,Toronto,,Ontario,Canada,CA-ON,0.013,10,2022-02-02,5.1,43.719,-79.508,4
360,dpz83rv,"POLYGON((-79.3913269042969 43.6802673339844, -79.3899536132812 43.6802673339844, -79.3899536132812 43.681640625, -79.3913269042969 43.681640625, -79.3913269042969 43.6802673339844))",43.68,-79.391,43.682,-79.39,POINT(-79.39112 43.68112),43.681,-79.391,Toronto,,Ontario,Canada,CA-ON,0.011,5,2022-02-02,5.1,43.681,-79.391,2
361,dpz2rrz,"POLYGON((-79.4764709472656 43.6802673339844, -79.47509765625 43.6802673339844, -79.47509765625 43.681640625, -79.4764709472656 43.681640625, -79.4764709472656 43.6802673339844))",43.68,-79.476,43.682,-79.475,POINT(-79.47596 43.68085),43.681,-79.476,Toronto,,Ontario,Canada,CA-ON,0.018,25,2022-02-02,5.1,43.681,-79.476,7
362,dpz82zf,"POLYGON((-79.4174194335938 43.6802673339844, -79.4160461425781 43.6802673339844, -79.4160461425781 43.681640625, -79.4174194335938 43.681640625, -79.4174194335938 43.6802673339844))",43.68,-79.417,43.682,-79.416,POINT(-79.41726 43.68056),43.681,-79.417,Toronto,,Ontario,Canada,CA-ON,0.013,4,2022-02-02,5.1,43.681,-79.417,3
363,dpz86pf,"POLYGON((-79.3624877929688 43.6802673339844, -79.3611145019531 43.6802673339844, -79.3611145019531 43.681640625, -79.3624877929688 43.681640625, -79.3624877929688 43.6802673339844))",43.68,-79.362,43.682,-79.361,POINT(-79.36239 43.68076),43.681,-79.362,Toronto,,Ontario,Canada,CA-ON,0.004,7,2022-02-02,5.1,43.681,-79.362,3
364,dpz86zb,"POLYGON((-79.332275390625 43.6802673339844, -79.3309020996094 43.6802673339844, -79.3309020996094 43.681640625, -79.332275390625 43.681640625, -79.332275390625 43.6802673339844))",43.68,-79.332,43.682,-79.331,POINT(-79.33208 43.68142),43.681,-79.332,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1,43.681,-79.332,2
365,dpz87pz,"POLYGON((-79.3116760253906 43.6802673339844, -79.310302734375 43.6802673339844, -79.310302734375 43.681640625, -79.3116760253906 43.681640625, -79.3116760253906 43.6802673339844))",43.68,-79.312,43.682,-79.31,POINT(-79.3106 43.68078),43.681,-79.311,Toronto,,Ontario,Canada,CA-ON,0.012,13,2022-02-02,5.1,43.681,-79.311,1
366,dpz838z,"POLYGON((-79.3775939941406 43.6418151855469, -79.376220703125 43.6418151855469, -79.376220703125 43.6431884765625, -79.3775939941406 43.6431884765625, -79.3775939941406 43.6418151855469))",43.642,-79.378,43.643,-79.376,POINT(-79.37707 43.64242),43.642,-79.377,Toronto,,Ontario,Canada,CA-ON,0.017,34,2022-02-02,5.1,43.642,-79.377,6
