Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz9ke5,"POLYGON((-79.2512512207031 43.8299560546875, -79.2498779296875 43.8299560546875, -79.2498779296875 43.8313293457031, -79.2512512207031 43.8313293457031, -79.2512512207031 43.8299560546875))",43.83,-79.251,43.831,-79.25,POINT(-79.2504 43.83023),43.83,-79.25,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz2ns0,"POLYGON((-79.51904296875 43.61572265625, -79.5176696777344 43.61572265625, -79.5176696777344 43.6170959472656, -79.51904296875 43.6170959472656, -79.51904296875 43.61572265625))",43.616,-79.519,43.617,-79.518,POINT(-79.51868 43.61675),43.617,-79.519,Toronto,,Ontario,Canada,CA-ON,0.008,8,2022-02-02,5.1
dpz9j5z,"POLYGON((-79.2237854003906 43.7901306152344, -79.222412109375 43.7901306152344, -79.222412109375 43.79150390625, -79.2237854003906 43.79150390625, -79.2237854003906 43.7901306152344))",43.79,-79.224,43.792,-79.222,POINT(-79.22293 43.79088),43.791,-79.223,Toronto,,Ontario,Canada,CA-ON,0.002,8,2022-02-02,5.1
dpz9ker,"POLYGON((-79.2457580566406 43.8313293457031, -79.244384765625 43.8313293457031, -79.244384765625 43.8327026367188, -79.2457580566406 43.8327026367188, -79.2457580566406 43.8313293457031))",43.831,-79.246,43.833,-79.244,POINT(-79.24561 43.83154),43.832,-79.246,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz2jsh,"POLYGON((-79.5574951171875 43.61572265625, -79.5561218261719 43.61572265625, -79.5561218261719 43.6170959472656, -79.5574951171875 43.6170959472656, -79.5574951171875 43.61572265625))",43.616,-79.557,43.617,-79.556,POINT(-79.55708 43.6165),43.617,-79.557,Toronto,,Ontario,Canada,CA-ON,0.013,3,2022-02-02,5.1
dpz91gd,"POLYGON((-79.3734741210938 43.7887573242188, -79.3721008300781 43.7887573242188, -79.3721008300781 43.7901306152344, -79.3734741210938 43.7901306152344, -79.3734741210938 43.7887573242188))",43.789,-79.373,43.79,-79.372,POINT(-79.37321 43.78914),43.789,-79.373,Toronto,,Ontario,Canada,CA-ON,0.027,8,2022-02-02,5.1
dpz86hd,"POLYGON((-79.3624877929688 43.6624145507812, -79.3611145019531 43.6624145507812, -79.3611145019531 43.6637878417969, -79.3624877929688 43.6637878417969, -79.3624877929688 43.6624145507812))",43.662,-79.362,43.664,-79.361,POINT(-79.36154 43.66299),43.663,-79.362,Toronto,,Ontario,Canada,CA-ON,0.035,5,2022-02-02,5.1
dpz9kf2,"POLYGON((-79.244384765625 43.8258361816406, -79.2430114746094 43.8258361816406, -79.2430114746094 43.8272094726562, -79.244384765625 43.8272094726562, -79.244384765625 43.8258361816406))",43.826,-79.244,43.827,-79.243,POINT(-79.24331 43.82655),43.827,-79.243,Toronto,,Ontario,Canada,CA-ON,0.015,3,2022-02-02,5.1
dpz2jkw,"POLYGON((-79.5657348632812 43.6184692382812, -79.5643615722656 43.6184692382812, -79.5643615722656 43.6198425292969, -79.5657348632812 43.6198425292969, -79.5657348632812 43.6184692382812))",43.618,-79.566,43.62,-79.564,POINT(-79.56498 43.61902),43.619,-79.565,Toronto,,Ontario,Canada,CA-ON,0.153,7,2022-02-02,5.1
dpz2kyf,"POLYGON((-79.5932006835938 43.6747741699219, -79.5918273925781 43.6747741699219, -79.5918273925781 43.6761474609375, -79.5932006835938 43.6761474609375, -79.5932006835938 43.6747741699219))",43.675,-79.593,43.676,-79.592,POINT(-79.59218 43.67562),43.676,-79.592,Toronto,,Ontario,Canada,CA-ON,0.003,17,2022-02-02,5.1
dpxrvzw,"POLYGON((-79.5437622070312 43.5910034179688, -79.5423889160156 43.5910034179688, -79.5423889160156 43.5923767089844, -79.5437622070312 43.5923767089844, -79.5437622070312 43.5910034179688))",43.591,-79.544,43.592,-79.542,POINT(-79.54311 43.59214),43.592,-79.543,Toronto,,Ontario,Canada,CA-ON,0.026,6,2022-02-02,5.1
dpz9hxe,"POLYGON((-79.2512512207031 43.8107299804688, -79.2498779296875 43.8107299804688, -79.2498779296875 43.8121032714844, -79.2512512207031 43.8121032714844, -79.2512512207031 43.8107299804688))",43.811,-79.251,43.812,-79.25,POINT(-79.25031 43.81141),43.811,-79.25,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz95rs,"POLYGON((-79.3048095703125 43.8107299804688, -79.3034362792969 43.8107299804688, -79.3034362792969 43.8121032714844, -79.3048095703125 43.8121032714844, -79.3048095703125 43.8107299804688))",43.811,-79.305,43.812,-79.303,POINT(-79.30436 43.81118),43.811,-79.304,Toronto,,Ontario,Canada,CA-ON,0.019,4,2022-02-02,5.1
dpz2nhj,"POLYGON((-79.5341491699219 43.61572265625, -79.5327758789063 43.61572265625, -79.5327758789063 43.6170959472656, -79.5341491699219 43.6170959472656, -79.5341491699219 43.61572265625))",43.616,-79.534,43.617,-79.533,POINT(-79.53336 43.61659),43.617,-79.533,Toronto,,Ontario,Canada,CA-ON,0.009,46,2022-02-02,5.1
dpz2jg9,"POLYGON((-79.5506286621094 43.6129760742188, -79.5492553710938 43.6129760742188, -79.5492553710938 43.6143493652344, -79.5506286621094 43.6143493652344, -79.5506286621094 43.6129760742188))",43.613,-79.551,43.614,-79.549,POINT(-79.54976 43.61336),43.613,-79.55,Toronto,,Ontario,Canada,CA-ON,0.017,59,2022-02-02,5.1
dpz9pje,"POLYGON((-79.1413879394531 43.7997436523438, -79.1400146484375 43.7997436523438, -79.1400146484375 43.8011169433594, -79.1413879394531 43.8011169433594, -79.1413879394531 43.7997436523438))",43.8,-79.141,43.801,-79.14,POINT(-79.14072 43.80016),43.8,-79.141,Toronto,,Ontario,Canada,CA-ON,0,3,2022-02-02,5.1
dpz2t61,"POLYGON((-79.5726013183594 43.692626953125, -79.5712280273438 43.692626953125, -79.5712280273438 43.6940002441406, -79.5726013183594 43.6940002441406, -79.5726013183594 43.692626953125))",43.693,-79.573,43.694,-79.571,POINT(-79.5716 43.69315),43.693,-79.572,Toronto,,Ontario,Canada,CA-ON,0.065,75,2022-02-02,5.1
dpz2nmb,"POLYGON((-79.530029296875 43.6253356933594, -79.5286560058594 43.6253356933594, -79.5286560058594 43.626708984375, -79.530029296875 43.626708984375, -79.530029296875 43.6253356933594))",43.625,-79.53,43.627,-79.529,POINT(-79.52917 43.62644),43.626,-79.529,Toronto,,Ontario,Canada,CA-ON,0.02,14,2022-02-02,5.1
dpz2pms,"POLYGON((-79.4805908203125 43.6239624023438, -79.4792175292969 43.6239624023438, -79.4792175292969 43.6253356933594, -79.4805908203125 43.6253356933594, -79.4805908203125 43.6239624023438))",43.624,-79.481,43.625,-79.479,POINT(-79.48 43.6247),43.625,-79.48,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz94mq,"POLYGON((-79.3460083007812 43.7983703613281, -79.3446350097656 43.7983703613281, -79.3446350097656 43.7997436523438, -79.3460083007812 43.7997436523438, -79.3460083007812 43.7983703613281))",43.798,-79.346,43.8,-79.345,POINT(-79.34467 43.79898),43.799,-79.345,Toronto,,Ontario,Canada,CA-ON,0.003,6,2022-02-02,5.1
dpz9kf1,"POLYGON((-79.2430114746094 43.824462890625, -79.2416381835938 43.824462890625, -79.2416381835938 43.8258361816406, -79.2430114746094 43.8258361816406, -79.2430114746094 43.824462890625))",43.824,-79.243,43.826,-79.242,POINT(-79.2427 43.82495),43.825,-79.243,Toronto,,Ontario,Canada,CA-ON,0.019,7,2022-02-02,5.1
dpz2jyv,"POLYGON((-79.5451354980469 43.6308288574219, -79.5437622070312 43.6308288574219, -79.5437622070312 43.6322021484375, -79.5451354980469 43.6322021484375, -79.5451354980469 43.6308288574219))",43.631,-79.545,43.632,-79.544,POINT(-79.54457 43.63187),43.632,-79.545,Toronto,,Ontario,Canada,CA-ON,0.016,13,2022-02-02,5.1
dpxrvzt,"POLYGON((-79.5451354980469 43.5910034179688, -79.5437622070312 43.5910034179688, -79.5437622070312 43.5923767089844, -79.5451354980469 43.5923767089844, -79.5451354980469 43.5910034179688))",43.591,-79.545,43.592,-79.544,POINT(-79.54428 43.59119),43.591,-79.544,Toronto,,Ontario,Canada,CA-ON,0.148,35,2022-02-02,5.1
dpxrypf,"POLYGON((-79.5382690429688 43.5923767089844, -79.5368957519531 43.5923767089844, -79.5368957519531 43.59375, -79.5382690429688 43.59375, -79.5382690429688 43.5923767089844))",43.592,-79.538,43.594,-79.537,POINT(-79.53802 43.59348),43.593,-79.538,Toronto,,Ontario,Canada,CA-ON,0.022,8,2022-02-02,5.1
dpz2jfb,"POLYGON((-79.552001953125 43.6088562011719, -79.5506286621094 43.6088562011719, -79.5506286621094 43.6102294921875, -79.552001953125 43.6102294921875, -79.552001953125 43.6088562011719))",43.609,-79.552,43.61,-79.551,POINT(-79.55138 43.61016),43.61,-79.551,Toronto,,Ontario,Canada,CA-ON,0.022,10,2022-02-02,5.1
dpz2jw7,"POLYGON((-79.5588684082031 43.6280822753906, -79.5574951171875 43.6280822753906, -79.5574951171875 43.6294555664063, -79.5588684082031 43.6294555664063, -79.5588684082031 43.6280822753906))",43.628,-79.559,43.629,-79.557,POINT(-79.55869 43.62912),43.629,-79.559,Toronto,,Ontario,Canada,CA-ON,0.003,6,2022-02-02,5.1
dpz9kbj,"POLYGON((-79.2375183105469 43.8134765625, -79.2361450195312 43.8134765625, -79.2361450195312 43.8148498535156, -79.2375183105469 43.8148498535156, -79.2375183105469 43.8134765625))",43.813,-79.238,43.815,-79.236,POINT(-79.23712 43.81414),43.814,-79.237,Toronto,,Ontario,Canada,CA-ON,0.029,21,2022-02-02,5.1
dpz9n7d,"POLYGON((-79.1757202148438 43.7887573242188, -79.1743469238281 43.7887573242188, -79.1743469238281 43.7901306152344, -79.1757202148438 43.7901306152344, -79.1757202148438 43.7887573242188))",43.789,-79.176,43.79,-79.174,POINT(-79.17479 43.78983),43.79,-79.175,Toronto,,Ontario,Canada,CA-ON,0.037,3,2022-02-02,5.1
dpz2jfd,"POLYGON((-79.5492553710938 43.6074829101562, -79.5478820800781 43.6074829101562, -79.5478820800781 43.6088562011719, -79.5492553710938 43.6088562011719, -79.5492553710938 43.6074829101562))",43.607,-79.549,43.609,-79.548,POINT(-79.54799 43.60841),43.608,-79.548,Toronto,,Ontario,Canada,CA-ON,0.021,11,2022-02-02,5.1
dpz9pnp,"POLYGON((-79.1358947753906 43.802490234375, -79.134521484375 43.802490234375, -79.134521484375 43.8038635253906, -79.1358947753906 43.8038635253906, -79.1358947753906 43.802490234375))",43.802,-79.136,43.804,-79.135,POINT(-79.13512 43.80359),43.804,-79.135,Toronto,,Ontario,Canada,CA-ON,0.026,240,2022-02-02,5.1
dpz9jv1,"POLYGON((-79.1990661621094 43.7969970703125, -79.1976928710938 43.7969970703125, -79.1976928710938 43.7983703613281, -79.1990661621094 43.7983703613281, -79.1990661621094 43.7969970703125))",43.797,-79.199,43.798,-79.198,POINT(-79.19798 43.79802),43.798,-79.198,Toronto,,Ontario,Canada,CA-ON,0.034,21,2022-02-02,5.1
dpz2pm9,"POLYGON((-79.4847106933594 43.6239624023438, -79.4833374023438 43.6239624023438, -79.4833374023438 43.6253356933594, -79.4847106933594 43.6253356933594, -79.4847106933594 43.6239624023438))",43.624,-79.485,43.625,-79.483,POINT(-79.48446 43.62466),43.625,-79.484,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz9kew,"POLYGON((-79.2471313476562 43.8327026367188, -79.2457580566406 43.8327026367188, -79.2457580566406 43.8340759277344, -79.2471313476562 43.8340759277344, -79.2471313476562 43.8327026367188))",43.833,-79.247,43.834,-79.246,POINT(-79.2467 43.83364),43.834,-79.247,Toronto,,Ontario,Canada,CA-ON,0.009,3,2022-02-02,5.1
dpz86ng,"POLYGON((-79.3611145019531 43.6747741699219, -79.3597412109375 43.6747741699219, -79.3597412109375 43.6761474609375, -79.3611145019531 43.6761474609375, -79.3611145019531 43.6747741699219))",43.675,-79.361,43.676,-79.36,POINT(-79.36056 43.67571),43.676,-79.361,Toronto,,Ontario,Canada,CA-ON,0.021,17,2022-02-02,5.1
dpz2jes,"POLYGON((-79.5574951171875 43.6129760742188, -79.5561218261719 43.6129760742188, -79.5561218261719 43.6143493652344, -79.5574951171875 43.6143493652344, -79.5574951171875 43.6129760742188))",43.613,-79.557,43.614,-79.556,POINT(-79.55678 43.61415),43.614,-79.557,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2pjv,"POLYGON((-79.4902038574219 43.6253356933594, -79.4888305664062 43.6253356933594, -79.4888305664062 43.626708984375, -79.4902038574219 43.626708984375, -79.4902038574219 43.6253356933594))",43.625,-79.49,43.627,-79.489,POINT(-79.48905 43.62587),43.626,-79.489,Toronto,,Ontario,Canada,CA-ON,0.117,915,2022-02-02,5.1
dpz94ru,"POLYGON((-79.3487548828125 43.8121032714844, -79.3473815917969 43.8121032714844, -79.3473815917969 43.8134765625, -79.3487548828125 43.8134765625, -79.3487548828125 43.8121032714844))",43.812,-79.349,43.813,-79.347,POINT(-79.34827 43.81302),43.813,-79.348,Toronto,,Ontario,Canada,CA-ON,0.017,10,2022-02-02,5.1
dpz2mnu,"POLYGON((-79.5794677734375 43.6747741699219, -79.5780944824219 43.6747741699219, -79.5780944824219 43.6761474609375, -79.5794677734375 43.6761474609375, -79.5794677734375 43.6747741699219))",43.675,-79.579,43.676,-79.578,POINT(-79.57887 43.67549),43.675,-79.579,Toronto,,Ontario,Canada,CA-ON,0.002,11,2022-02-02,5.1
dpz95sj,"POLYGON((-79.2924499511719 43.79150390625, -79.2910766601563 43.79150390625, -79.2910766601563 43.7928771972656, -79.2924499511719 43.7928771972656, -79.2924499511719 43.79150390625))",43.792,-79.292,43.793,-79.291,POINT(-79.29207 43.79209),43.792,-79.292,Toronto,,Ontario,Canada,CA-ON,0.015,7,2022-02-02,5.1
dpz2je2,"POLYGON((-79.56298828125 43.6116027832031, -79.5616149902344 43.6116027832031, -79.5616149902344 43.6129760742188, -79.56298828125 43.6129760742188, -79.56298828125 43.6116027832031))",43.612,-79.563,43.613,-79.562,POINT(-79.56216 43.61242),43.612,-79.562,Toronto,,Ontario,Canada,CA-ON,0.009,8,2022-02-02,5.1
dpz2s8t,"POLYGON((-79.6000671386719 43.6843872070313, -79.5986938476562 43.6843872070312, -79.5986938476562 43.6857604980469, -79.6000671386719 43.6857604980469, -79.6000671386719 43.6843872070313))",43.684,-79.6,43.686,-79.599,POINT(-79.59948 43.68491),43.685,-79.599,Toronto,,Ontario,Canada,CA-ON,0.002,5,2022-02-02,5.1
dpz2pjy,"POLYGON((-79.4888305664062 43.6253356933594, -79.4874572753906 43.6253356933594, -79.4874572753906 43.626708984375, -79.4888305664062 43.626708984375, -79.4888305664062 43.6253356933594))",43.625,-79.489,43.627,-79.487,POINT(-79.48838 43.62601),43.626,-79.488,Toronto,,Ontario,Canada,CA-ON,0.091,738,2022-02-02,5.1
dpz9hg0,"POLYGON((-79.244384765625 43.7860107421875, -79.2430114746094 43.7860107421875, -79.2430114746094 43.7873840332031, -79.244384765625 43.7873840332031, -79.244384765625 43.7860107421875))",43.786,-79.244,43.787,-79.243,POINT(-79.24368 43.78623),43.786,-79.244,Toronto,,Ontario,Canada,CA-ON,0.013,6,2022-02-02,5.1
dpz95j5,"POLYGON((-79.3171691894531 43.7969970703125, -79.3157958984375 43.7969970703125, -79.3157958984375 43.7983703613281, -79.3171691894531 43.7983703613281, -79.3171691894531 43.7969970703125))",43.797,-79.317,43.798,-79.316,POINT(-79.31614 43.79752),43.798,-79.316,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz2mk4,"POLYGON((-79.5712280273438 43.65966796875, -79.5698547363281 43.65966796875, -79.5698547363281 43.6610412597656, -79.5712280273438 43.6610412597656, -79.5712280273438 43.65966796875))",43.66,-79.571,43.661,-79.57,POINT(-79.57025 43.66018),43.66,-79.57,Toronto,,Ontario,Canada,CA-ON,0.003,12,2022-02-02,5.1
dpz95tc,"POLYGON((-79.2979431152344 43.8011169433594, -79.2965698242188 43.8011169433594, -79.2965698242188 43.802490234375, -79.2979431152344 43.802490234375, -79.2979431152344 43.8011169433594))",43.801,-79.298,43.802,-79.297,POINT(-79.29702 43.80133),43.801,-79.297,Toronto,,Ontario,Canada,CA-ON,0.019,16,2022-02-02,5.1
dpz2wbw,"POLYGON((-79.4998168945312 43.6843872070312, -79.4984436035156 43.6843872070313, -79.4984436035156 43.6857604980469, -79.4998168945312 43.6857604980469, -79.4998168945312 43.6843872070312))",43.684,-79.5,43.686,-79.498,POINT(-79.49901 43.6851),43.685,-79.499,Toronto,,Ontario,Canada,CA-ON,0.014,9,2022-02-02,5.1
dpz9h7v,"POLYGON((-79.2594909667969 43.7901306152344, -79.2581176757812 43.7901306152344, -79.2581176757812 43.79150390625, -79.2594909667969 43.79150390625, -79.2594909667969 43.7901306152344))",43.79,-79.259,43.792,-79.258,POINT(-79.25931 43.79083),43.791,-79.259,Toronto,,Ontario,Canada,CA-ON,0.032,8,2022-02-02,5.1
dpz9k37,"POLYGON((-79.2622375488281 43.8203430175781, -79.2608642578125 43.8203430175781, -79.2608642578125 43.8217163085938, -79.2622375488281 43.8217163085938, -79.2622375488281 43.8203430175781))",43.82,-79.262,43.822,-79.261,POINT(-79.26108 43.82041),43.82,-79.261,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz91jv,"POLYGON((-79.4023132324219 43.8011169433594, -79.4009399414062 43.8011169433594, -79.4009399414062 43.802490234375, -79.4023132324219 43.802490234375, -79.4023132324219 43.8011169433594))",43.801,-79.402,43.802,-79.401,POINT(-79.40167 43.80212),43.802,-79.402,Toronto,,Ontario,Canada,CA-ON,0.061,16,2022-02-02,5.1
dpz2jy9,"POLYGON((-79.5506286621094 43.6294555664063, -79.5492553710938 43.6294555664063, -79.5492553710938 43.6308288574219, -79.5506286621094 43.6308288574219, -79.5506286621094 43.6294555664063))",43.629,-79.551,43.631,-79.549,POINT(-79.55004 43.63021),43.63,-79.55,Toronto,,Ontario,Canada,CA-ON,0.016,5,2022-02-02,5.1
dpz2ng0,"POLYGON((-79.508056640625 43.6102294921875, -79.5066833496094 43.6102294921875, -79.5066833496094 43.6116027832031, -79.508056640625 43.6116027832031, -79.508056640625 43.6102294921875))",43.61,-79.508,43.612,-79.507,POINT(-79.50758 43.61065),43.611,-79.508,Toronto,,Ontario,Canada,CA-ON,0.021,3,2022-02-02,5.1
dpz2ru8,"POLYGON((-79.464111328125 43.6624145507812, -79.4627380371094 43.6624145507813, -79.4627380371094 43.6637878417969, -79.464111328125 43.6637878417969, -79.464111328125 43.6624145507812))",43.662,-79.464,43.664,-79.463,POINT(-79.46362 43.6635),43.664,-79.464,Toronto,,Ontario,Canada,CA-ON,0.018,9,2022-02-02,5.1
dpz9k95,"POLYGON((-79.2512512207031 43.8189697265625, -79.2498779296875 43.8189697265625, -79.2498779296875 43.8203430175781, -79.2512512207031 43.8203430175781, -79.2512512207031 43.8189697265625))",43.819,-79.251,43.82,-79.25,POINT(-79.25083 43.81927),43.819,-79.251,Toronto,,Ontario,Canada,CA-ON,0.074,4,2022-02-02,5.1
dpz2jwz,"POLYGON((-79.5533752441406 43.6308288574219, -79.552001953125 43.6308288574219, -79.552001953125 43.6322021484375, -79.5533752441406 43.6322021484375, -79.5533752441406 43.6308288574219))",43.631,-79.553,43.632,-79.552,POINT(-79.55217 43.63113),43.631,-79.552,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz2pq9,"POLYGON((-79.4847106933594 43.6294555664063, -79.4833374023438 43.6294555664063, -79.4833374023438 43.6308288574219, -79.4847106933594 43.6308288574219, -79.4847106933594 43.6294555664063))",43.629,-79.485,43.631,-79.483,POINT(-79.4843 43.63024),43.63,-79.484,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz2nkf,"POLYGON((-79.5272827148438 43.6198425292969, -79.5259094238281 43.6198425292969, -79.5259094238281 43.6212158203125, -79.5272827148438 43.6212158203125, -79.5272827148438 43.6198425292969))",43.62,-79.527,43.621,-79.526,POINT(-79.52652 43.62048),43.62,-79.527,Toronto,,Ontario,Canada,CA-ON,0.049,157,2022-02-02,5.1
dpz2u7x,"POLYGON((-79.6083068847656 43.7448120117188, -79.60693359375 43.7448120117188, -79.60693359375 43.7461853027344, -79.6083068847656 43.7461853027344, -79.6083068847656 43.7448120117188))",43.745,-79.608,43.746,-79.607,POINT(-79.60787 43.74534),43.745,-79.608,Toronto,,Ontario,Canada,CA-ON,0.011,9,2022-02-02,5.1
dpz91q1,"POLYGON((-79.3968200683594 43.802490234375, -79.3954467773438 43.802490234375, -79.3954467773438 43.8038635253906, -79.3968200683594 43.8038635253906, -79.3968200683594 43.802490234375))",43.802,-79.397,43.804,-79.395,POINT(-79.39615 43.80325),43.803,-79.396,Toronto,,Ontario,Canada,CA-ON,0.007,6,2022-02-02,5.1
dpz2jed,"POLYGON((-79.5602416992188 43.6129760742188, -79.5588684082031 43.6129760742188, -79.5588684082031 43.6143493652344, -79.5602416992188 43.6143493652344, -79.5602416992188 43.6129760742188))",43.613,-79.56,43.614,-79.559,POINT(-79.55965 43.61339),43.613,-79.56,Toronto,,Ontario,Canada,CA-ON,0.002,3,2022-02-02,5.1
dpz2pq4,"POLYGON((-79.4833374023438 43.626708984375, -79.4819641113281 43.626708984375, -79.4819641113281 43.6280822753906, -79.4833374023438 43.6280822753906, -79.4833374023438 43.626708984375))",43.627,-79.483,43.628,-79.482,POINT(-79.4826 43.62765),43.628,-79.483,Toronto,,Ontario,Canada,CA-ON,0.001,5,2022-02-02,5.1
dpz2jtn,"POLYGON((-79.5547485351562 43.6212158203125, -79.5533752441406 43.6212158203125, -79.5533752441406 43.6225891113281, -79.5547485351562 43.6225891113281, -79.5547485351562 43.6212158203125))",43.621,-79.555,43.623,-79.553,POINT(-79.55435 43.62232),43.622,-79.554,Toronto,,Ontario,Canada,CA-ON,0.013,160,2022-02-02,5.1
dpz8d0e,"POLYGON((-79.3611145019531 43.6843872070312, -79.3597412109375 43.6843872070312, -79.3597412109375 43.6857604980469, -79.3611145019531 43.6857604980469, -79.3611145019531 43.6843872070312))",43.684,-79.361,43.686,-79.36,POINT(-79.36099 43.68545),43.685,-79.361,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz3per,"POLYGON((-79.4654846191406 43.7873840332031, -79.464111328125 43.7873840332031, -79.464111328125 43.7887573242188, -79.4654846191406 43.7887573242188, -79.4654846191406 43.7873840332031))",43.787,-79.465,43.789,-79.464,POINT(-79.46496 43.78836),43.788,-79.465,Toronto,,Ontario,Canada,CA-ON,0.033,17,2022-02-02,5.1
dpz9jgs,"POLYGON((-79.1949462890625 43.7887573242188, -79.1935729980469 43.7887573242188, -79.1935729980469 43.7901306152344, -79.1949462890625 43.7901306152344, -79.1949462890625 43.7887573242188))",43.789,-79.195,43.79,-79.194,POINT(-79.19425 43.78929),43.789,-79.194,Toronto,,Ontario,Canada,CA-ON,0.076,50,2022-02-02,5.1
