,LATITUDE,LONGITUDE,COUNT
323,43.636945,-79.55669,2
324,43.636945,-79.44689,1
325,43.636973,-79.4453,1
326,43.637045,-79.46349,1
327,43.637045,-79.44769,1
328,43.637053,-79.436572,1
329,43.637103,-79.435993,2
330,43.637137,-79.469875,1
331,43.637145,-79.47029,1
332,43.637145,-79.43599,1
333,43.637206,-79.469287,1
334,43.637286,-79.419124,1
335,43.637316,-79.397136,1
336,43.637345,-79.39999,1
337,43.637377,-79.401897,1
338,43.637419,-79.428684,1
339,43.637427,-79.41212,1
340,43.637435,-79.434772,1
341,43.63745,-79.434711,1
342,43.637614,-79.537021,1
343,43.637614,-79.447742,1
344,43.637671,-79.433238,1
345,43.637709,-79.458881,1
346,43.637745,-79.39849,1
347,43.637745,-79.39799,1
348,43.637873,-79.448924,1
349,43.637885,-79.457416,1
350,43.637911,-79.446948,1
351,43.637927,-79.446986,1
352,43.637945,-79.45899,1
353,43.637945,-79.45739,1
354,43.637945,-79.40389,1
355,43.637945,-79.39069,1
356,43.63795,-79.431827,2
357,43.637957,-79.395633,1
358,43.638145,-79.55149,2
359,43.638205,-79.388637,1
360,43.638245,-79.43109,1
361,43.638251,-79.453464,1
362,43.638345,-79.54769,1
363,43.638345,-79.53769,1
364,43.638445,-79.39219,1
365,43.638514,-79.537998,1
366,43.638545,-79.38789,1
367,43.638571,-79.429126,1
368,43.638579,-79.44688,1
369,43.638645,-79.42889,1
370,43.638697,-79.436633,1
371,43.638745,-79.39129,1
372,43.638827,-79.400638,1
373,43.638842,-79.386562,1
374,43.638845,-79.38659,2
375,43.638888,-79.427333,1
376,43.638892,-79.390979,1
377,43.638945,-79.45759,1
378,43.638945,-79.42739,1
379,43.639045,-79.54779,1
380,43.639045,-79.34669,1
381,43.639189,-79.450557,1
382,43.639193,-79.584354,1
383,43.639245,-79.38389,1
384,43.639266,-79.451267,1
385,43.639292,-79.460948,1
386,43.639331,-79.39796,1
387,43.639392,-79.4248,1
388,43.639426,-79.442485,1
389,43.63943,-79.382686,1
390,43.639434,-79.583965,1
391,43.639445,-79.42479,1
392,43.639445,-79.38679,1
393,43.639445,-79.34579,1
394,43.639545,-79.38649,1
395,43.639545,-79.38269,1
396,43.639567,-79.435504,1
397,43.639645,-79.45669,1
398,43.639701,-79.381091,1
399,43.639712,-79.381068,1
400,43.639723,-79.380908,1
401,43.639735,-79.380924,1
402,43.639745,-79.42359,1
403,43.639854,-79.392742,1
404,43.639891,-79.380161,1
405,43.639941,-79.439853,1
406,43.639945,-79.44889,1
407,43.639945,-79.43989,1
408,43.639945,-79.38699,1
409,43.639945,-79.38019,2
410,43.640045,-79.43709,1
411,43.640117,-79.490726,1
412,43.640145,-79.55709,1
413,43.640258,-79.383151,1
414,43.64033,-79.383174,1
415,43.640345,-79.38899,1
416,43.640345,-79.38319,1
417,43.640445,-79.43729,1
418,43.640445,-79.43699,1
419,43.64049,-79.392963,1
420,43.640545,-79.42799,1
421,43.640545,-79.37849,1
422,43.640547,-79.423999,1
423,43.640645,-79.43649,1
424,43.640677,-79.401378,1
425,43.640685,-79.411426,1
426,43.640692,-79.392284,1
427,43.640742,-79.411464,1
428,43.640745,-79.40139,1
429,43.640776,-79.438091,1
430,43.640822,-79.539516,1
431,43.640945,-79.41719,1
432,43.640945,-79.38069,1
433,43.640952,-79.434474,2
434,43.640975,-79.454639,1
435,43.640975,-79.417232,1
436,43.641043,-79.434192,1
437,43.641045,-79.55969,1
438,43.641045,-79.44699,1
439,43.641045,-79.43449,2
440,43.64107,-79.446986,1
441,43.641074,-79.521892,1
442,43.641245,-79.43309,1
443,43.641268,-79.393306,1
444,43.641295,-79.401637,1
445,43.641345,-79.41519,1
446,43.641387,-79.375934,1
447,43.641406,-79.349178,1
448,43.641421,-79.380862,1
449,43.641425,-79.415004,1
450,43.641445,-79.38089,1
451,43.641524,-79.428363,1
452,43.64157,-79.391864,1
453,43.641745,-79.39189,1
454,43.641841,-79.401851,1
455,43.641887,-79.579777,1
456,43.641945,-79.45499,1
457,43.641945,-79.44729,1
458,43.64197,-79.411929,1
459,43.641997,-79.379878,1
460,43.642031,-79.41196,1
461,43.642045,-79.42919,1
462,43.642045,-79.37749,1
463,43.642066,-79.377452,1
464,43.642073,-79.377429,1
465,43.642134,-79.4286,2
466,43.642145,-79.41129,1
467,43.642176,-79.565959,1
468,43.642199,-79.402004,1
469,43.642237,-79.56599,1
470,43.642245,-79.56599,1
471,43.642245,-79.42859,1
472,43.642245,-79.39569,1
473,43.642253,-79.535548,1
474,43.642298,-79.427852,1
475,43.642317,-79.383968,1
476,43.642345,-79.43269,1
477,43.642409,-79.373027,1
478,43.642443,-79.383289,1
479,43.642485,-79.575847,1
480,43.642501,-79.5079,1
481,43.642545,-79.42719,2
482,43.642554,-79.340259,1
483,43.642573,-79.426486,1
484,43.642623,-79.382777,1
485,43.642733,-79.408191,1
486,43.642745,-79.39389,1
487,43.642802,-79.425449,1
488,43.642836,-79.522624,1
489,43.642845,-79.57469,1
490,43.642886,-79.414722,1
491,43.642932,-79.37778,2
492,43.642945,-79.38149,1
493,43.642996,-79.377811,1
494,43.643004,-79.424808,1
495,43.643045,-79.57379,1
496,43.643045,-79.53079,1
497,43.643045,-79.37779,1
498,43.643145,-79.45549,1
499,43.643245,-79.39199,1
500,43.643336,-79.572452,1
501,43.643345,-79.57249,2
502,43.643345,-79.40529,1
503,43.643408,-79.391277,1
504,43.643445,-79.43779,1
505,43.643445,-79.39129,2
506,43.643515,-79.404651,1
507,43.643545,-79.48489,1
508,43.643545,-79.43919,1
509,43.643545,-79.38439,1
510,43.643557,-79.421954,1
511,43.64363,-79.433177,1
512,43.64363,-79.389949,1
513,43.643721,-79.4211,1
514,43.643778,-79.403369,1
515,43.643845,-79.40329,1
516,43.643866,-79.368961,1
517,43.643874,-79.378192,1
518,43.643897,-79.388675,1
519,43.643945,-79.40269,1
520,43.644045,-79.40199,1
521,43.644045,-79.37579,4
522,43.644187,-79.37833,1
523,43.644202,-79.458278,1
524,43.644267,-79.375842,1
525,43.644381,-79.400058,2
526,43.644445,-79.52449,1
527,43.644461,-79.40652,1
528,43.64448,-79.567203,1
529,43.644503,-79.375179,1
530,43.644545,-79.56719,2
531,43.644545,-79.567188,1
532,43.644545,-79.38219,1
533,43.644625,-79.429508,1
534,43.644641,-79.523425,1
535,43.644645,-79.37469,1
536,43.644649,-79.523411,1
537,43.644652,-79.416263,2
538,43.644745,-79.40299,1
539,43.644745,-79.39179,1
540,43.644745,-79.38499,1
541,43.644845,-79.45629,1
542,43.644845,-79.39479,1
543,43.644942,-79.397632,2
544,43.644945,-79.41509,1
545,43.645045,-79.39689,1
546,43.645056,-79.365421,1
547,43.645068,-79.383418,1
548,43.645145,-79.40319,1
549,43.645183,-79.403202,1
550,43.645245,-79.53199,1
551,43.645245,-79.38919,1
552,43.645251,-79.3717,1
553,43.645293,-79.413158,1
554,43.645345,-79.40609,1
555,43.645345,-79.35249,1
556,43.645365,-79.370364,1
557,43.645438,-79.523776,1
558,43.645442,-79.412372,1
559,43.645445,-79.44869,1
560,43.645445,-79.43849,1
561,43.645445,-79.39499,2
562,43.645445,-79.37889,1
563,43.645484,-79.378894,1
564,43.645503,-79.403354,1
565,43.645533,-79.510593,1
566,43.645556,-79.369815,3
567,43.645556,-79.369808,1
568,43.64556,-79.369815,1
569,43.645564,-79.36433,1
570,43.645594,-79.518939,1
571,43.645645,-79.39069,1
572,43.645645,-79.36989,2
573,43.645659,-79.400592,1
574,43.645774,-79.410747,1
575,43.645845,-79.52389,1
576,43.645845,-79.39989,1
577,43.645845,-79.38629,1
578,43.645873,-79.363429,1
579,43.645896,-79.561664,1
580,43.645922,-79.409908,1
581,43.645945,-79.40989,2
582,43.645945,-79.40629,2
583,43.645945,-79.37909,1
584,43.645945,-79.36809,1
585,43.645983,-79.392284,1
586,43.646045,-79.40959,1
587,43.646045,-79.39229,1
588,43.646045,-79.38559,1
589,43.646145,-79.42349,1
590,43.646145,-79.39179,1
591,43.646145,-79.37009,1
592,43.646231,-79.559947,1
593,43.646239,-79.377826,1
594,43.646245,-79.39819,1
595,43.646245,-79.39149,1
596,43.646245,-79.38409,1
597,43.646245,-79.36609,1
598,43.646266,-79.449016,1
599,43.646285,-79.559978,1
600,43.646323,-79.416911,1
601,43.646327,-79.449046,1
602,43.646345,-79.44909,1
603,43.646345,-79.38409,1
604,43.646361,-79.367122,1
605,43.646373,-79.384075,1
606,43.646399,-79.403751,1
607,43.64643,-79.366123,1
608,43.646437,-79.376781,1
609,43.646445,-79.50729,1
610,43.646445,-79.40379,2
611,43.646445,-79.37679,1
612,43.64646,-79.403751,1
613,43.646545,-79.38979,2
614,43.646545,-79.38299,2
615,43.646545,-79.36659,1
616,43.64659,-79.383029,1
617,43.64667,-79.406566,1
618,43.646697,-79.382236,1
619,43.646745,-79.39559,1
620,43.646765,-79.530544,1
621,43.646804,-79.513545,1
622,43.646811,-79.376933,2
623,43.646845,-79.43039,1
624,43.646899,-79.401088,1
625,43.646945,-79.41709,1
626,43.646952,-79.374179,1
627,43.647013,-79.387485,1
628,43.647116,-79.403972,2
629,43.647145,-79.40399,2
630,43.647197,-79.525478,1
631,43.647245,-79.40389,1
632,43.647245,-79.39279,1
633,43.647245,-79.37329,1
634,43.647261,-79.379688,3
635,43.647265,-79.399349,1
636,43.647292,-79.511325,1
637,43.647292,-79.395778,1
638,43.647319,-79.379726,1
639,43.647322,-79.386073,1
640,43.647345,-79.51139,2
641,43.647345,-79.43729,1
642,43.647345,-79.39289,1
643,43.647383,-79.386096,1
644,43.64741,-79.40282,1
645,43.647444,-79.375766,1
646,43.647445,-79.37579,1
647,43.647521,-79.529773,1
648,43.647545,-79.40219,1
649,43.647547,-79.529735,1
650,43.647635,-79.40137,1
651,43.647639,-79.430675,1
652,43.647643,-79.384792,1
653,43.647645,-79.42089,1
654,43.647645,-79.40419,1
655,43.647645,-79.38479,1
656,43.64765,-79.384799,2
657,43.647738,-79.424083,1
658,43.647745,-79.43069,1
659,43.647745,-79.40369,1
660,43.647765,-79.559978,1
661,43.647772,-79.37733,2
662,43.647818,-79.524829,1
663,43.647834,-79.377361,1
664,43.647845,-79.52689,1
665,43.647845,-79.39599,1
666,43.647845,-79.39029,1
667,43.647845,-79.390285,1
668,43.647845,-79.37739,3
669,43.647906,-79.568042,1
670,43.647945,-79.48659,1
671,43.647945,-79.38639,1
672,43.647998,-79.386341,1
673,43.648017,-79.404293,1
674,43.648045,-79.49079,1
675,43.648045,-79.37999,1
676,43.648055,-79.399661,1
677,43.648146,-79.38219,1
678,43.648146,-79.354793,1
679,43.648158,-79.507747,1
680,43.648165,-79.551685,1
681,43.648211,-79.457622,1
682,43.648215,-79.370921,2
683,43.648242,-79.485713,1
684,43.648242,-79.354907,1
685,43.648245,-79.45769,1
686,43.648245,-79.38179,1
687,43.648245,-79.37089,1
688,43.648303,-79.485736,1
689,43.648345,-79.48569,1
690,43.648345,-79.40449,1
691,43.648345,-79.39329,1
692,43.648345,-79.38179,1
693,43.64836,-79.381206,1
694,43.648445,-79.39779,1
695,43.648445,-79.39759,1
696,43.648451,-79.377605,1
697,43.648467,-79.38531,1
698,43.648532,-79.371936,1
699,43.648543,-79.373821,1
700,43.648545,-79.56409,1
701,43.648545,-79.39739,1
702,43.648545,-79.38539,1
703,43.648545,-79.38089,1
704,43.648545,-79.34989,1
705,43.648545,-79.34499,1
706,43.648545,-79.32749,1
707,43.648554,-79.397273,1
708,43.648566,-79.386577,1
709,43.648577,-79.380237,1
710,43.648638,-79.380267,1
711,43.648645,-79.45779,1
712,43.648645,-79.38029,1
713,43.648645,-79.36149,1
714,43.648645,-79.35259,1
715,43.648657,-79.37112,1
716,43.64868,-79.505443,1
717,43.648688,-79.475353,1
718,43.648692,-79.396343,1
719,43.648699,-79.528705,1
720,43.648734,-79.548938,1
721,43.648745,-79.37199,1
722,43.648753,-79.396373,1
723,43.648795,-79.385516,1
724,43.648845,-79.54899,1
725,43.648845,-79.47529,1
726,43.648845,-79.40459,1
727,43.648845,-79.39579,1
728,43.648845,-79.38889,1
729,43.648845,-79.38559,2
730,43.648845,-79.37939,1
731,43.648909,-79.3549,1
732,43.648921,-79.355998,1
733,43.648932,-79.450061,1
734,43.648944,-79.395587,1
735,43.648945,-79.52929,1
736,43.648945,-79.38509,1
737,43.648951,-79.371242,1
738,43.648974,-79.367259,1
739,43.649039,-79.394717,1
740,43.649043,-79.36729,1
741,43.649045,-79.44459,1
742,43.649045,-79.39089,1
743,43.649045,-79.35679,1
744,43.649045,-79.35619,1
745,43.649045,-79.35249,1
746,43.649054,-79.528392,1
747,43.649077,-79.377879,1
748,43.649115,-79.384067,1
749,43.649145,-79.39449,1
750,43.649145,-79.39079,1
751,43.649145,-79.35609,1
752,43.649245,-79.37409,1
753,43.64926,-79.484439,1
754,43.649279,-79.393665,1
755,43.649317,-79.420772,1
756,43.649321,-79.420772,1
757,43.649345,-79.42329,1
758,43.649345,-79.42159,1
759,43.649345,-79.42079,1
760,43.649345,-79.37669,1
761,43.649345,-79.34319,1
762,43.649356,-79.416789,1
763,43.649378,-79.371425,1
764,43.649394,-79.420032,1
765,43.649428,-79.424739,1
766,43.649445,-79.53119,1
767,43.649445,-79.42559,1
768,43.649445,-79.42469,1
769,43.649445,-79.39659,1
770,43.649501,-79.428958,1
771,43.649542,-79.382091,1
772,43.649562,-79.419528,1
773,43.649573,-79.429813,1
774,43.649577,-79.431415,2
775,43.649581,-79.422855,1
776,43.649645,-79.49539,2
777,43.649645,-79.45039,1
778,43.649645,-79.43149,1
779,43.649645,-79.431422,1
780,43.649645,-79.43139,1
781,43.649699,-79.43365,1
782,43.649745,-79.433688,1
783,43.649745,-79.38799,1
784,43.649745,-79.37499,1
785,43.649817,-79.435558,1
786,43.649821,-79.380771,1
787,43.649844,-79.418292,1
788,43.649845,-79.41829,1
789,43.649845,-79.39109,1
790,43.649845,-79.38709,2
791,43.649845,-79.38079,1
792,43.649945,-79.48179,1
793,43.650012,-79.386249,2
794,43.650045,-79.43829,1
795,43.650045,-79.38629,3
796,43.650046,-79.498409,1
797,43.650077,-79.568996,1
798,43.650122,-79.389713,1
799,43.650134,-79.480426,1
800,43.650145,-79.43969,2
801,43.650145,-79.43929,1
802,43.650145,-79.39119,1
803,43.650145,-79.38979,1
804,43.650145,-79.36359,1
805,43.650237,-79.40652,1
806,43.650244,-79.348491,1
807,43.650245,-79.48049,1
808,43.650245,-79.44099,1
809,43.650336,-79.378429,1
810,43.650345,-79.44159,1
811,43.650345,-79.36789,1
812,43.650347,-79.388606,1
813,43.650389,-79.378459,1
814,43.650427,-79.45827,1
815,43.650431,-79.384639,1
816,43.650445,-79.45069,1
817,43.650445,-79.44189,1
818,43.650445,-79.43979,1
819,43.650445,-79.38869,1
820,43.650445,-79.38099,1
821,43.650445,-79.37849,1
822,43.650492,-79.479076,1
823,43.650545,-79.38799,1
824,43.650595,-79.387454,1
825,43.650599,-79.387477,1
826,43.650614,-79.442981,1
827,43.650645,-79.44299,1
828,43.650645,-79.37729,1
829,43.650691,-79.347575,1
830,43.650695,-79.540759,1
831,43.650745,-79.58149,1
832,43.650745,-79.54079,1
833,43.650745,-79.47819,2
834,43.650745,-79.41389,1
835,43.650745,-79.34899,1
836,43.650778,-79.386592,2
837,43.65082,-79.346919,2
838,43.650824,-79.44395,1
839,43.650843,-79.386615,1
840,43.650845,-79.41339,1
841,43.650845,-79.39719,1
842,43.650845,-79.38659,5
843,43.650845,-79.34699,1
844,43.650893,-79.58118,2
845,43.650939,-79.43996,4
846,43.650945,-79.53939,1
847,43.650945,-79.39729,1
848,43.650945,-79.34839,1
849,43.651004,-79.439976,1
850,43.651045,-79.60369,1
851,43.651045,-79.38579,1
852,43.651053,-79.436054,1
853,43.651065,-79.47626,2
854,43.65108,-79.339046,1
855,43.651099,-79.38129,1
856,43.651122,-79.476299,1
857,43.651122,-79.391612,1
858,43.651126,-79.458499,1
859,43.651145,-79.47629,1
860,43.651145,-79.44529,2
861,43.651145,-79.37489,1
862,43.651168,-79.411594,1
863,43.651179,-79.374912,1
864,43.651187,-79.368228,1
865,43.651236,-79.377452,1
866,43.651245,-79.47549,1
867,43.651245,-79.38499,2
868,43.651259,-79.357356,1
869,43.651286,-79.47549,1
870,43.651297,-79.410907,1
871,43.651316,-79.397403,2
872,43.651335,-79.579456,1
873,43.651345,-79.52639,1
874,43.651345,-79.41089,2
875,43.651351,-79.386829,1
876,43.651359,-79.526371,1
877,43.651427,-79.379802,1
878,43.651445,-79.37509,1
879,43.651473,-79.367008,1
880,43.65148,-79.409694,1
881,43.65148,-79.409679,1
882,43.651496,-79.362697,2
883,43.651538,-79.367038,1
884,43.651545,-79.60309,1
885,43.651545,-79.38349,1
886,43.651545,-79.37239,1
887,43.651545,-79.36709,1
888,43.651545,-79.36269,1
889,43.651641,-79.485439,1
890,43.651645,-79.38309,1
891,43.651645,-79.38279,1
892,43.651645,-79.37899,1
893,43.651645,-79.37109,1
894,43.651686,-79.569782,1
895,43.651745,-79.40849,3
896,43.651801,-79.436343,1
897,43.651831,-79.570003,1
898,43.651843,-79.397586,1
899,43.651845,-79.47289,1
900,43.651845,-79.40829,1
901,43.651845,-79.38169,2
902,43.651845,-79.37819,1
903,43.651845,-79.37519,1
904,43.651845,-79.36989,1
905,43.651881,-79.381709,1
906,43.651934,-79.570628,1
907,43.651945,-79.42179,1
908,43.651945,-79.37779,1
909,43.651946,-79.37775,1
910,43.651946,-79.349757,1
911,43.651957,-79.402225,1
912,43.651965,-79.381076,1
913,43.652007,-79.396526,1
914,43.652056,-79.471744,1
915,43.652083,-79.404804,1
916,43.652145,-79.44809,1
917,43.652145,-79.40479,2
918,43.652145,-79.36859,1
919,43.652145,-79.36439,1
920,43.652201,-79.401103,1
921,43.652239,-79.405978,2
922,43.652245,-79.37639,1
923,43.652245,-79.36799,1
924,43.652262,-79.401134,1
925,43.65232,-79.363742,1
926,43.652345,-79.40599,2
927,43.652345,-79.39779,1
928,43.652345,-79.38239,1
