,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,VEHTYPE,TIME,AvgAcceleration,PercentCar,PercentHDT,PercentLDT,PercentMDT,PercentMPV,PercentOfVehicles,PercentOther,COUNT
741,43.651,-79.367,55 to 59,Wet,Rain,Dark,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",778.0,0.379,0.039,0.172,0.315,0.101,0.239,0.025,0.135,3
742,43.651,-79.362,35 to 39,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1397.3333333333333,0.286,0.028,0.281,0.226,0.112,0.151,0.021,0.201,3
743,43.651,-79.362,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1397.3333333333333,0.286,0.028,0.281,0.226,0.112,0.151,0.021,0.201,3
744,43.651,-79.362,75 to 79,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Unknown,"Automobile, Station Wagon",1397.3333333333333,0.286,0.028,0.281,0.226,0.112,0.151,0.021,0.201,3
745,43.651,-79.357,60 to 64,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,Truck (other),1241.0,0.295,0.043,0.245,0.308,0.088,0.165,0.021,0.15,1
746,43.651,-79.349,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Normal,Pick Up Truck,1356.0,0.432,0.044,0.172,0.398,0.069,0.158,0.001,0.159,1
747,43.651,-79.339,45 to 49,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Inattentive,"Automobile, Station Wagon",1255.0,0.875,0.024,0.113,0.46,0.084,0.236,0.021,0.083,1
748,43.652,-79.485,35 to 39,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1721.0,0.635,0.083,0.113,0.191,0.071,0.371,0.067,0.171,1
749,43.652,-79.471,30 to 34,Dry,Clear,Daylight,No Control,Improper Passing,Unknown,"Automobile, Station Wagon",1538.0,0.409,0.035,0.086,0.281,0.119,0.332,0.058,0.147,1
750,43.652,-79.469,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",858.0,0.0,0.0,0.45,0.1,0.15,0.15,0.0,0.15,1
751,43.652,-79.437,55 to 59,Dry,Clear,Daylight,No Control,Other,Normal,"Automobile, Station Wagon",606.0,0.477,0.023,0.132,0.408,0.074,0.219,0.015,0.144,1
752,43.652,-79.432,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1131.3333333333333,0.325,0.027,0.194,0.333,0.085,0.164,0.016,0.196,4
753,43.652,-79.432,50 to 54,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,Municipal Transit Bus (TTC),1131.3333333333333,0.325,0.027,0.194,0.333,0.085,0.164,0.016,0.196,4
754,43.652,-79.432,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,Pick Up Truck,1131.3333333333333,0.325,0.027,0.194,0.333,0.085,0.164,0.016,0.196,4
755,43.652,-79.43,35 to 39,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,Motorcycle,2330.0,0.178,0.006,0.128,0.713,0.047,0.053,0.022,0.053,1
756,43.652,-79.429,15 to 19,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1865.0,0.379,0.005,0.11,0.203,0.083,0.233,0.103,0.366,2
757,43.652,-79.429,25 to 29,Dry,Clear,"Dark, artificial",Stop Sign,Improper Turn,Inattentive,Delivery Van,1865.0,0.379,0.005,0.11,0.203,0.083,0.233,0.103,0.366,2
758,43.652,-79.411,30 to 34,Packed Snow,Snow,"Dark, artificial",No Control,Lost control,Medical or Physical Disability,Delivery Van,1838.0,0.514,0.015,0.119,0.316,0.064,0.226,0.056,0.26,1
759,43.652,-79.406,30 to 34,Wet,Other,"Dark, artificial",No Control,Improper Lane Change,Inattentive,"Automobile, Station Wagon",921.0,0.362,0.069,0.157,0.337,0.077,0.196,0.041,0.164,2
760,43.652,-79.406,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,"Automobile, Station Wagon",921.0,0.362,0.069,0.157,0.337,0.077,0.196,0.041,0.164,2
761,43.652,-79.405,25 to 29,Dry,Clear,Daylight,Traffic Signal,Improper Turn,"Ability Impaired, Alcohol","Automobile, Station Wagon",1439.25,0.365,0.046,0.122,0.28,0.065,0.222,0.032,0.266,4
762,43.652,-79.405,30 to 34,Wet,Drifting Snow,"Dark, artificial",No Control,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",1439.25,0.365,0.046,0.122,0.28,0.065,0.222,0.032,0.266,4
763,43.652,-79.405,50 to 54,Wet,Rain,Dark,Traffic Signal,<Null>,<Null>,"Automobile, Station Wagon",1439.25,0.365,0.046,0.122,0.28,0.065,0.222,0.032,0.266,4
764,43.652,-79.405,70 to 74,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Unknown,"Automobile, Station Wagon",1439.25,0.365,0.046,0.122,0.28,0.065,0.222,0.032,0.266,4
765,43.652,-79.404,50 to 54,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,"Automobile, Station Wagon",1751.0,0.427,0.041,0.111,0.231,0.086,0.267,0.087,0.264,3
766,43.652,-79.401,20 to 24,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,"Automobile, Station Wagon",888.0,0.327,0.032,0.124,0.27,0.08,0.269,0.027,0.225,2
767,43.652,-79.401,30 to 34,Dry,Clear,"Dark, artificial",No Control,Improper Lane Change,Unknown,"Automobile, Station Wagon",888.0,0.327,0.032,0.124,0.27,0.08,0.269,0.027,0.225,2
768,43.652,-79.398,75 to 79,Other,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1015.0,0.488,0.033,0.186,0.218,0.06,0.287,0.042,0.215,1
769,43.652,-79.382,20 to 24,Wet,Rain,Dark,No Control,Lost control,Had Been Drinking,"Automobile, Station Wagon",144.0,0.525,0.07,0.124,0.37,0.082,0.212,0.073,0.143,1
770,43.652,-79.375,35 to 39,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",226.0,0.461,0.056,0.167,0.305,0.08,0.27,0.024,0.121,1
771,43.652,-79.372,30 to 34,Packed Snow,Rain,Daylight,Traffic Signal,Speed too Fast For Condition,Normal,"Automobile, Station Wagon",1096.6666666666667,0.363,0.052,0.159,0.295,0.083,0.272,0.041,0.138,3
772,43.652,-79.372,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1096.6666666666667,0.363,0.052,0.159,0.295,0.083,0.272,0.041,0.138,3
773,43.652,-79.372,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,"Automobile, Station Wagon",1096.6666666666667,0.363,0.052,0.159,0.295,0.083,0.272,0.041,0.138,3
774,43.652,-79.368,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,Motorcycle,1810.0,0.409,0.065,0.13,0.346,0.066,0.244,0.013,0.149,1
775,43.652,-79.364,50 to 54,Wet,Clear,Daylight,Traffic Signal,Improper Lane Change,Normal,"Automobile, Station Wagon",1033.5,0.474,0.063,0.119,0.336,0.073,0.308,0.082,0.101,3
776,43.652,-79.364,55 to 59,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1033.5,0.474,0.063,0.119,0.336,0.073,0.308,0.082,0.101,3
777,43.652,-79.363,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,"Automobile, Station Wagon",523.3333333333334,0.441,0.047,0.278,0.3,0.074,0.168,0.036,0.132,4
778,43.652,-79.363,35 to 39,Dry,Clear,Dark,Traffic Signal,Lost control,Had Been Drinking,"Automobile, Station Wagon",523.3333333333334,0.441,0.047,0.278,0.3,0.074,0.168,0.036,0.132,4
779,43.652,-79.363,55 to 59,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",523.3333333333334,0.441,0.047,0.278,0.3,0.074,0.168,0.036,0.132,4
780,43.653,-79.572,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",840.0,0.379,0.041,0.126,0.395,0.092,0.207,0.047,0.14,1
781,43.653,-79.563,65 to 69,Dry,Clear,"Dark, artificial",No Control,Other,Normal,Passenger Van,2127.0,0.415,0.008,0.096,0.416,0.069,0.279,0.063,0.132,1
782,43.653,-79.524,55 to 59,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",2240.0,0.816,0.003,0.402,0.218,0.042,0.244,0.08,0.092,1
783,43.653,-79.514,15 to 19,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1235.0,0.389,0.028,0.163,0.378,0.096,0.232,0.013,0.103,2
784,43.653,-79.514,35 to 39,Dry,Clear,Daylight,No Control,Improper Passing,Unknown,"Automobile, Station Wagon",1235.0,0.389,0.028,0.163,0.378,0.096,0.232,0.013,0.103,2
785,43.653,-79.486,20 to 24,Other,Other,Dark,No Control,Lost control,Unknown,"Automobile, Station Wagon",356.0,0.701,0.034,0.128,0.308,0.106,0.244,0.015,0.18,1
786,43.653,-79.466,20 to 24,Loose Snow,Snow,Daylight,No Control,Following too Close,Normal,"Automobile, Station Wagon",807.0,0.264,0.044,0.177,0.333,0.08,0.182,0.017,0.184,1
787,43.653,-79.466,60 to 64,Loose Snow,Snow,Daylight,No Control,Following too Close,Normal,"Automobile, Station Wagon",807.0,0.264,0.044,0.177,0.333,0.08,0.182,0.017,0.184,1
788,43.653,-79.451,unknown,Dry,Clear,Dark,No Control,Lost control,Normal,"Automobile, Station Wagon",215.0,0.659,0.028,0.191,0.357,0.108,0.148,0.008,0.168,2
789,43.653,-79.441,70 to 74,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1043.0,0.344,0.031,0.184,0.38,0.069,0.164,0.009,0.172,1
790,43.653,-79.432,40 to 44,Dry,Clear,Dark,No Control,Following too Close,Normal,"Automobile, Station Wagon",2102.0,0.343,0.02,0.254,0.286,0.085,0.172,0.029,0.183,1
791,43.653,-79.428,unknown,Wet,Rain,Daylight,No Control,Other,Inattentive,"Automobile, Station Wagon",1734.0,0.449,0.031,0.159,0.289,0.088,0.211,0.045,0.222,1
792,43.653,-79.422,35 to 39,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,"Automobile, Station Wagon",2146.0,0.352,0.02,0.236,0.326,0.08,0.15,0.009,0.189,1
793,43.653,-79.397,45 to 49,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,"Automobile, Station Wagon",1047.0,0.447,0.064,0.186,0.229,0.048,0.256,0.04,0.218,1
794,43.653,-79.396,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",950.0,0.511,0.039,0.213,0.193,0.049,0.332,0.024,0.174,2
795,43.653,-79.393,50 to 54,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",2200.0,0.374,0.019,0.082,0.347,0.081,0.313,0.011,0.158,2
796,43.653,-79.375,50 to 54,Dry,Clear,Daylight,No Control,Other,Inattentive,"Automobile, Station Wagon",1810.0,0.364,0.08,0.151,0.323,0.064,0.227,0.02,0.155,3
797,43.653,-79.366,25 to 29,Dry,Clear,Daylight,Stop Sign,Exceeding Speed Limit,Normal,"Automobile, Station Wagon",1853.0,0.479,0.061,0.142,0.315,0.084,0.263,0.019,0.135,1
798,43.653,-79.366,55 to 59,Dry,Clear,Daylight,Stop Sign,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1853.0,0.479,0.061,0.142,0.315,0.084,0.263,0.019,0.135,1
799,43.653,-79.363,15 to 19,Dry,Clear,Dark,Traffic Controller,Disobeyed Traffic Control,Had Been Drinking,"Automobile, Station Wagon",100.0,0.505,0.053,0.227,0.307,0.086,0.188,0.034,0.138,1
800,43.653,-79.358,55 to 59,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1224.0,0.435,0.043,0.251,0.308,0.092,0.149,0.033,0.156,1
801,43.653,-79.349,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Inattentive,Truck - Open,1140.0,0.919,0.041,0.168,0.372,0.056,0.168,0.011,0.195,1
802,43.653,-79.348,30 to 34,Dry,Clear,"Dark, artificial",No Control,Lost control,Normal,Motorcycle,2345.0,0.791,0.151,0.122,0.475,0.033,0.161,0.074,0.058,1
803,43.653,-79.341,40 to 44,Dry,Clear,"Dark, artificial",No Control,Speed too Fast For Condition,Inattentive,Motorcycle,1993.0,0.884,0.028,0.175,0.445,0.106,0.159,0.012,0.086,2
804,43.653,-79.341,50 to 54,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,"Automobile, Station Wagon",1993.0,0.884,0.028,0.175,0.445,0.106,0.159,0.012,0.086,2
805,43.653,-79.34,45 to 49,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1204.5,0.24,0.0,0.077,0.615,0.231,0.077,0.077,0.0,4
806,43.653,-79.34,55 to 59,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1204.5,0.24,0.0,0.077,0.615,0.231,0.077,0.077,0.0,4
807,43.653,-79.34,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Fatigue,Motorcycle,1204.5,0.24,0.0,0.077,0.615,0.231,0.077,0.077,0.0,4
808,43.653,-79.34,60 to 64,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1204.5,0.24,0.0,0.077,0.615,0.231,0.077,0.077,0.0,4
809,43.654,-79.564,55 to 59,Other,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",984.5,0.54,0.008,0.066,0.458,0.076,0.273,0.028,0.119,2
810,43.654,-79.564,80 to 84,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Medical or Physical Disability,"Automobile, Station Wagon",984.5,0.54,0.008,0.066,0.458,0.076,0.273,0.028,0.119,2
811,43.654,-79.551,15 to 19,Dry,Clear,Daylight,No Control,Lost control,Normal,Motorcycle,1858.0,0.405,0.013,0.154,0.478,0.059,0.186,0.007,0.111,1
812,43.654,-79.523,unknown,Dry,Clear,Daylight,No Control,Other,Unknown,"Automobile, Station Wagon",1840.0,0.529,0.031,0.368,0.194,0.054,0.293,0.019,0.059,1
813,43.654,-79.48,25 to 29,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,Pick Up Truck,1702.0,0.443,0.005,0.112,0.259,0.147,0.272,0.039,0.205,1
814,43.654,-79.46,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1480.0,0.434,0.04,0.122,0.417,0.101,0.167,0.031,0.152,2
815,43.654,-79.46,60 to 64,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1480.0,0.434,0.04,0.122,0.417,0.101,0.167,0.031,0.152,2
816,43.654,-79.433,30 to 34,Dry,Clear,Daylight,No Control,Other,Inattentive,"Automobile, Station Wagon",1829.0,0.351,0.028,0.255,0.332,0.082,0.147,0.012,0.157,2
817,43.654,-79.433,35 to 39,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,Delivery Van,1829.0,0.351,0.028,0.255,0.332,0.082,0.147,0.012,0.157,2
818,43.654,-79.421,55 to 59,Dry,Clear,Daylight,No Control,Other,Normal,"Automobile, Station Wagon",1320.0,0.515,0.02,0.053,0.15,0.21,0.308,0.059,0.259,1
819,43.654,-79.42,25 to 29,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1588.3333333333333,0.691,0.014,0.226,0.257,0.079,0.285,0.049,0.139,3
820,43.654,-79.42,35 to 39,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1588.3333333333333,0.691,0.014,0.226,0.257,0.079,0.285,0.049,0.139,3
821,43.654,-79.42,45 to 49,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1588.3333333333333,0.691,0.014,0.226,0.257,0.079,0.285,0.049,0.139,3
822,43.654,-79.415,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1124.0,0.632,0.045,0.044,0.277,0.116,0.303,0.046,0.216,1
823,43.654,-79.406,30 to 34,Wet,Clear,Daylight,No Control,Other,Unknown,"Automobile, Station Wagon",1131.6666666666667,0.296,0.051,0.153,0.393,0.065,0.223,0.022,0.115,3
824,43.654,-79.406,50 to 54,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1131.6666666666667,0.296,0.051,0.153,0.393,0.065,0.223,0.022,0.115,3
825,43.654,-79.406,70 to 74,Wet,Clear,Daylight,No Control,Other,Unknown,"Automobile, Station Wagon",1131.6666666666667,0.296,0.051,0.153,0.393,0.065,0.223,0.022,0.115,3
826,43.654,-79.398,20 to 24,Dry,Clear,Daylight,Traffic Signal,Improper Passing,Inattentive,"Automobile, Station Wagon",1040.0,0.677,0.036,0.224,0.246,0.066,0.296,0.08,0.132,5
827,43.654,-79.391,55 to 59,Wet,Clear,Dark,Traffic Signal,Following too Close,Inattentive,"Automobile, Station Wagon",15.0,0.389,0.039,0.165,0.281,0.073,0.296,0.027,0.146,1
828,43.654,-79.388,40 to 44,Dry,Clear,Dark,Traffic Signal,Improper Turn,Inattentive,"Automobile, Station Wagon",1622.5,0.343,0.06,0.144,0.356,0.077,0.23,0.014,0.133,3
829,43.654,-79.388,60 to 64,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Unknown,"Automobile, Station Wagon",1622.5,0.343,0.06,0.144,0.356,0.077,0.23,0.014,0.133,3
830,43.654,-79.386,25 to 29,Dry,Clear,"Daylight, artificial",No Control,Other,Unknown,"Automobile, Station Wagon",1905.0,0.526,0.032,0.174,0.315,0.082,0.298,0.08,0.099,1
831,43.654,-79.385,45 to 49,Dry,Clear,Daylight,No Control,Other,Inattentive,"Automobile, Station Wagon",1740.0,0.56,0.04,0.096,0.319,0.066,0.295,0.059,0.184,1
832,43.654,-79.383,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1250.0,0.682,0.068,0.136,0.381,0.074,0.199,0.04,0.142,1
833,43.654,-79.379,40 to 44,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,"Automobile, Station Wagon",2160.5,0.625,0.049,0.156,0.25,0.078,0.369,0.033,0.098,2
834,43.654,-79.379,40 to 44,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,Medical or Physical Disability,Passenger Van,2160.5,0.625,0.049,0.156,0.25,0.078,0.369,0.033,0.098,2
835,43.654,-79.378,45 to 49,Dry,Clear,"Dawn, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",438.5,0.376,0.058,0.143,0.294,0.067,0.335,0.028,0.102,2
836,43.654,-79.378,55 to 59,Dry,Clear,Dark,No Control,Lost control,Inattentive,"Automobile, Station Wagon",438.5,0.376,0.058,0.143,0.294,0.067,0.335,0.028,0.102,2
837,43.654,-79.376,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1820.0,0.39,0.07,0.156,0.306,0.063,0.269,0.015,0.136,1
838,43.654,-79.373,55 to 59,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Normal,"Automobile, Station Wagon",2130.0,0.348,0.055,0.202,0.319,0.072,0.193,0.022,0.159,2
839,43.654,-79.369,unknown,Dry,Clear,Dark,Traffic Signal,Exceeding Speed Limit,Unknown,"Automobile, Station Wagon",2123.0,0.518,0.047,0.142,0.312,0.076,0.251,0.042,0.171,6
840,43.654,-79.368,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,"Automobile, Station Wagon",1440.0,0.53,0.046,0.106,0.317,0.039,0.193,0.067,0.298,1
841,43.654,-79.367,65 to 69,Wet,Clear,"Dusk, artificial",Pedestrian Crossover,Failed to Yield Right of Way,Inattentive,Pick Up Truck,1640.0,0.446,0.043,0.114,0.252,0.043,0.219,0.041,0.329,1
842,43.654,-79.366,50 to 54,Ice,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",905.0,0.346,0.049,0.199,0.312,0.061,0.234,0.004,0.145,1
843,43.654,-79.363,25 to 29,Wet,Rain,"Dark, artificial",Traffic Signal,Other,Normal,"Automobile, Station Wagon",1756.0,0.439,0.052,0.135,0.356,0.082,0.226,0.028,0.149,2
844,43.654,-79.363,40 to 44,Wet,Rain,"Dark, artificial",Traffic Signal,Other,Normal,"Automobile, Station Wagon",1756.0,0.439,0.052,0.135,0.356,0.082,0.226,0.028,0.149,2
845,43.654,-79.363,50 to 54,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",1756.0,0.439,0.052,0.135,0.356,0.082,0.226,0.028,0.149,2
846,43.654,-79.362,30 to 34,Wet,Rain,Daylight,Stop Sign,Improper Turn,Normal,"Automobile, Station Wagon",1152.0,0.414,0.052,0.086,0.359,0.107,0.259,0.013,0.137,2
847,43.654,-79.362,35 to 39,Wet,Rain,Daylight,Stop Sign,Following too Close,Normal,"Automobile, Station Wagon",1152.0,0.414,0.052,0.086,0.359,0.107,0.259,0.013,0.137,2
848,43.654,-79.36,55 to 59,Wet,Rain,"Dark, artificial",Pedestrian Crossover,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",1855.0,0.677,0.031,0.214,0.297,0.079,0.212,0.023,0.167,1
849,43.654,-79.337,20 to 24,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",847.1428571428571,0.786,0.017,0.159,0.504,0.084,0.164,0.077,0.073,7
850,43.654,-79.337,30 to 34,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol","Automobile, Station Wagon",847.1428571428571,0.786,0.017,0.159,0.504,0.084,0.164,0.077,0.073,7
851,43.654,-79.337,30 to 34,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",847.1428571428571,0.786,0.017,0.159,0.504,0.084,0.164,0.077,0.073,7
852,43.654,-79.337,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",847.1428571428571,0.786,0.017,0.159,0.504,0.084,0.164,0.077,0.073,7
853,43.654,-79.337,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,"Automobile, Station Wagon",847.1428571428571,0.786,0.017,0.159,0.504,0.084,0.164,0.077,0.073,7
854,43.654,-79.337,65 to 69,Wet,Clear,Dark,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",847.1428571428571,0.786,0.017,0.159,0.504,0.084,0.164,0.077,0.073,7
855,43.654,-79.337,80 to 84,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,"Automobile, Station Wagon",847.1428571428571,0.786,0.017,0.159,0.504,0.084,0.164,0.077,0.073,7
856,43.655,-79.598,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",2228.0,0.193,0.054,0.07,0.425,0.058,0.299,0.027,0.094,2
857,43.655,-79.522,30 to 34,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,Motorcycle,431.0,0.798,0.005,0.328,0.233,0.051,0.333,0.045,0.051,1
858,43.655,-79.487,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1303.0,0.582,0.027,0.152,0.296,0.09,0.243,0.016,0.191,1
859,43.655,-79.456,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",2016.0,0.633,0.015,0.249,0.193,0.074,0.292,0.021,0.177,1
860,43.655,-79.445,20 to 24,Dry,Clear,Daylight,No Control,Lost control,Normal,"Automobile, Station Wagon",1800.0,0.658,0.014,0.199,0.316,0.046,0.199,0.05,0.226,1
861,43.655,-79.433,40 to 44,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,"Automobile, Station Wagon",1340.0,0.686,0.036,0.154,0.318,0.093,0.225,0.055,0.174,3
862,43.655,-79.43,30 to 34,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,"Automobile, Station Wagon",1700.0,0.696,0.009,0.086,0.205,0.117,0.348,0.116,0.235,1
863,43.655,-79.418,60 to 64,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,Taxi,1400.0,0.424,0.008,0.263,0.234,0.084,0.211,0.029,0.199,1
864,43.655,-79.412,40 to 44,Dry,Clear,Daylight,No Control,Other,Normal,"Automobile, Station Wagon",1481.5,0.608,0.016,0.112,0.266,0.102,0.138,0.027,0.366,2
865,43.655,-79.412,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Inattentive,"Automobile, Station Wagon",1481.5,0.608,0.016,0.112,0.266,0.102,0.138,0.027,0.366,2
866,43.655,-79.411,25 to 29,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,"Automobile, Station Wagon",1704.0,0.399,0.03,0.083,0.314,0.117,0.235,0.028,0.22,2
867,43.655,-79.399,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",1628.5,0.448,0.052,0.171,0.266,0.078,0.229,0.015,0.205,7
868,43.655,-79.399,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1628.5,0.448,0.052,0.171,0.266,0.078,0.229,0.015,0.205,7
869,43.655,-79.388,30 to 34,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1477.5,0.496,0.061,0.145,0.337,0.07,0.215,0.029,0.172,3
870,43.655,-79.388,30 to 34,Dry,Clear,"Daylight, artificial",No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1477.5,0.496,0.061,0.145,0.337,0.07,0.215,0.029,0.172,3
871,43.655,-79.386,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,Municipal Transit Bus (TTC),1145.0,0.395,0.038,0.156,0.335,0.077,0.25,0.046,0.143,2
872,43.655,-79.386,55 to 59,Dry,Clear,"Dawn, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1145.0,0.395,0.038,0.156,0.335,0.077,0.25,0.046,0.143,2
873,43.655,-79.385,30 to 34,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1130.0,0.37,0.033,0.125,0.337,0.062,0.304,0.039,0.139,2
874,43.655,-79.385,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1130.0,0.37,0.033,0.125,0.337,0.062,0.304,0.039,0.139,2
