,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,VEHTYPE,TIME,AvgAcceleration,PercentCar,PercentHDT,PercentLDT,PercentMDT,PercentMPV,PercentOfVehicles,PercentOther,COUNT
2875,43.748,-79.468,35 to 39,Wet,Clear,Daylight,No Control,Lost control,Inattentive,"Automobile, Station Wagon",913.0,0.0,0.0,0.25,0.365,0.281,0.0,0.0,0.104,1
2876,43.748,-79.462,25 to 29,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,Truck-Tractor,545.0,0.491,0.076,0.296,0.265,0.05,0.18,0.016,0.133,1
2877,43.748,-79.454,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1240.0,0.686,0.016,0.119,0.339,0.077,0.307,0.033,0.142,1
2878,43.748,-79.449,55 to 59,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",955.0,0.423,0.019,0.089,0.504,0.048,0.199,0.021,0.141,1
2879,43.748,-79.295,80 to 84,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",951.0,0.332,0.101,0.112,0.358,0.103,0.268,0.053,0.058,1
2880,43.748,-79.274,75 to 79,Dry,Clear,Daylight,No Control,Lost control,Inattentive,Truck - Open,1225.0,0.651,0.042,0.144,0.486,0.046,0.158,0.018,0.124,1
2881,43.748,-79.253,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",707.0,0.509,0.032,0.111,0.471,0.06,0.203,0.004,0.123,1
2882,43.748,-79.244,45 to 49,Dry,Clear,Daylight,Stop Sign,Improper Lane Change,Normal,Motorcycle,1545.0,0.183,0.04,0.279,0.341,0.027,0.201,0.047,0.112,1
2883,43.748,-79.244,75 to 79,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1545.0,0.183,0.04,0.279,0.341,0.027,0.201,0.047,0.112,1
2884,43.748,-79.202,75 to 79,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1305.0,0.367,0.0,0.034,0.236,0.078,0.528,0.16,0.125,1
2885,43.749,-79.638,25 to 29,Dry,Clear,Daylight,No Control,Following too Close,Normal,"Automobile, Station Wagon",1900.0,0.403,0.007,0.235,0.169,0.101,0.361,0.021,0.128,1
2886,43.749,-79.61,35 to 39,Dry,Clear,Daylight,Traffic Signal,Lost control,Normal,"Automobile, Station Wagon",1471.6666666666667,0.286,0.005,0.344,0.324,0.07,0.109,0.003,0.147,4
2887,43.749,-79.61,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",1471.6666666666667,0.286,0.005,0.344,0.324,0.07,0.109,0.003,0.147,4
2888,43.749,-79.61,60 to 64,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,"Automobile, Station Wagon",1471.6666666666667,0.286,0.005,0.344,0.324,0.07,0.109,0.003,0.147,4
2889,43.749,-79.567,50 to 54,Wet,Clear,"Dark, artificial",No Control,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",2348.0,0.557,0.0,0.0,0.339,0.027,0.122,0.142,0.512,1
2890,43.749,-79.552,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1686.5,0.309,0.005,0.097,0.263,0.082,0.316,0.029,0.237,2
2891,43.749,-79.552,unknown,Dry,Clear,Dusk,Traffic Signal,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",1686.5,0.309,0.005,0.097,0.263,0.082,0.316,0.029,0.237,2
2892,43.749,-79.526,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,"Automobile, Station Wagon",200.0,0.628,0.0,0.459,0.242,0.051,0.165,0.082,0.083,1
2893,43.749,-79.515,55 to 59,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",625.0,0.5,0.006,0.074,0.411,0.036,0.414,0.142,0.059,1
2894,43.749,-79.487,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol Over .08",Pick Up Truck,1032.5,0.669,0.028,0.349,0.291,0.073,0.119,0.012,0.14,2
2895,43.749,-79.487,40 to 44,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1032.5,0.669,0.028,0.349,0.291,0.073,0.119,0.012,0.14,2
2896,43.749,-79.378,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",905.0,0.62,0.0,0.525,0.067,0.143,0.2,0.113,0.064,1
2897,43.749,-79.277,55 to 59,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Inattentive,"Automobile, Station Wagon",1520.0,0.573,0.085,0.22,0.294,0.072,0.148,0.062,0.182,1
2898,43.749,-79.274,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",665.6666666666666,0.419,0.0,0.139,0.514,0.022,0.213,0.067,0.112,4
2899,43.749,-79.274,20 to 24,Dry,Clear,"Dusk, artificial",Traffic Signal,Lost control,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",665.6666666666666,0.419,0.0,0.139,0.514,0.022,0.213,0.067,0.112,4
2900,43.749,-79.274,55 to 59,Dry,Clear,Daylight,Traffic Signal,Improper Lane Change,Unknown,"Automobile, Station Wagon",665.6666666666666,0.419,0.0,0.139,0.514,0.022,0.213,0.067,0.112,4
2901,43.749,-79.264,50 to 54,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1900.0,0.287,0.029,0.144,0.455,0.075,0.202,0.002,0.095,1
2902,43.749,-79.244,20 to 24,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",2005.3333333333333,0.249,0.041,0.202,0.335,0.041,0.271,0.036,0.111,2
2903,43.749,-79.244,20 to 24,Dry,Clear,Daylight,No Control,Other,Unknown,Motorcycle,2005.3333333333333,0.249,0.041,0.202,0.335,0.041,0.271,0.036,0.111,2
2904,43.749,-79.244,35 to 39,Dry,Clear,Daylight,No Control,Other,Inattentive,"Automobile, Station Wagon",2005.3333333333333,0.249,0.041,0.202,0.335,0.041,0.271,0.036,0.111,2
2905,43.749,-79.205,50 to 54,Other,Other,Dark,Traffic Signal,Exceeding Speed Limit,Unknown,<Null>,41.0,0.383,0.011,0.13,0.337,0.129,0.282,0.064,0.111,1
2906,43.75,-79.598,unknown,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",840.0,0.249,0.02,0.119,0.454,0.086,0.17,0.002,0.152,2
2907,43.75,-79.57,75 to 79,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,"Automobile, Station Wagon",1625.0,0.35,0.0,0.214,0.254,0.024,0.299,0.011,0.209,1
2908,43.75,-79.562,75 to 79,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1930.0,0.53,0.0,0.185,0.218,0.057,0.314,0.041,0.227,1
2909,43.75,-79.549,unknown,Dry,Clear,Daylight,Traffic Signal,Improper Lane Change,Unknown,Municipal Transit Bus (TTC),1362.5,0.35,0.002,0.155,0.377,0.074,0.276,0.047,0.116,2
2910,43.75,-79.549,unknown,Loose Snow,Snow,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1362.5,0.35,0.002,0.155,0.377,0.074,0.276,0.047,0.116,2
2911,43.75,-79.494,35 to 39,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,Truck - Open,933.0,0.511,0.022,0.095,0.42,0.08,0.207,0.093,0.175,1
2912,43.75,-79.463,30 to 34,Dry,Clear,"Dusk, artificial",Traffic Signal,Improper Turn,Normal,"Truck - Closed (Blazer, etc)",1465.5,0.452,0.054,0.259,0.321,0.059,0.17,0.046,0.138,3
2913,43.75,-79.463,70 to 74,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1465.5,0.452,0.054,0.259,0.321,0.059,0.17,0.046,0.138,3
2914,43.75,-79.462,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,"Automobile, Station Wagon",105.0,0.328,0.076,0.203,0.297,0.032,0.239,0.054,0.153,1
2915,43.75,-79.437,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1325.0,0.262,0.018,0.234,0.277,0.056,0.196,0.012,0.218,1
2916,43.75,-79.346,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1000.0,0.393,0.0,0.405,0.195,0.0,0.362,0.029,0.038,1
2917,43.75,-79.307,20 to 24,Ice,Rain,"Dark, artificial",No Control,Lost control,Unknown,"Automobile, Station Wagon",1642.0,0.2,0.052,0.076,0.455,0.049,0.248,0.024,0.12,1
2918,43.75,-79.296,35 to 39,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Drugs",Pick Up Truck,1716.0,1.869,0.026,0.307,0.301,0.064,0.115,0.001,0.187,1
2919,43.753,-79.624,15 to 19,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,"Automobile, Station Wagon",50.0,0.456,0.005,0.159,0.219,0.039,0.47,0.089,0.107,1
2920,43.753,-79.624,25 to 29,Dry,Clear,Dark,No Control,Improper Lane Change,Normal,"Automobile, Station Wagon",50.0,0.456,0.005,0.159,0.219,0.039,0.47,0.089,0.107,1
2921,43.753,-79.62,20 to 24,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Unknown,"Automobile, Station Wagon",1316.0,0.416,0.002,0.347,0.263,0.078,0.214,0.093,0.096,1
2922,43.753,-79.587,35 to 39,Dry,Clear,Dark,Traffic Signal,Lost control,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",2325.0,0.507,0.02,0.173,0.431,0.07,0.178,0.017,0.129,1
2923,43.753,-79.568,55 to 59,Dry,Clear,Daylight,No Control,Other,Inattentive,"Automobile, Station Wagon",1134.0,0.513,0.06,0.188,0.366,0.078,0.187,0.014,0.12,1
2924,43.753,-79.553,45 to 49,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",2126.0,0.287,0.002,0.24,0.102,0.033,0.063,0.006,0.561,1
2925,43.753,-79.544,45 to 49,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,"Automobile, Station Wagon",635.0,0.649,0.002,0.314,0.28,0.1,0.11,0.105,0.194,1
2926,43.753,-79.542,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,Unknown,"Automobile, Station Wagon",566.5,0.604,0.008,0.187,0.338,0.077,0.3,0.146,0.09,2
2927,43.753,-79.542,unknown,Dry,Clear,Dawn,Traffic Signal,Failed to Yield Right of Way,Unknown,<Null>,566.5,0.604,0.008,0.187,0.338,0.077,0.3,0.146,0.09,2
2928,43.753,-79.536,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Following too Close,Inattentive,"Automobile, Station Wagon",1114.2,0.819,0.015,0.306,0.327,0.061,0.167,0.136,0.124,5
2929,43.753,-79.536,40 to 44,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1114.2,0.819,0.015,0.306,0.327,0.061,0.167,0.136,0.124,5
2930,43.753,-79.536,45 to 49,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,"Automobile, Station Wagon",1114.2,0.819,0.015,0.306,0.327,0.061,0.167,0.136,0.124,5
2931,43.753,-79.536,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,<Null>,<Null>,"Automobile, Station Wagon",1114.2,0.819,0.015,0.306,0.327,0.061,0.167,0.136,0.124,5
2932,43.753,-79.536,70 to 74,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",1114.2,0.819,0.015,0.306,0.327,0.061,0.167,0.136,0.124,5
2933,43.753,-79.499,40 to 44,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,Truck - Dump,800.0,0.678,0.006,0.118,0.447,0.077,0.204,0.017,0.147,1
2934,43.753,-79.488,25 to 29,Dry,Clear,Dark,No Control,Improper Turn,Normal,<Null>,760.5,0.602,0.055,0.212,0.369,0.119,0.134,0.045,0.11,3
2935,43.753,-79.488,45 to 49,Dry,Clear,Daylight,No Control,Other,Unknown,"Automobile, Station Wagon",760.5,0.602,0.055,0.212,0.369,0.119,0.134,0.045,0.11,3
2936,43.753,-79.468,25 to 29,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Normal,"Automobile, Station Wagon",1530.0,0.308,0.032,0.262,0.247,0.062,0.313,0.034,0.084,1
2937,43.753,-79.468,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1530.0,0.308,0.032,0.262,0.247,0.062,0.313,0.034,0.084,1
2938,43.753,-79.448,30 to 34,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,Motorcycle,2124.0,0.689,0.022,0.18,0.246,0.098,0.267,0.081,0.187,1
2939,43.753,-79.448,85 to 89,Dry,Clear,Dark,Traffic Signal,Improper Turn,Inattentive,"Automobile, Station Wagon",2124.0,0.689,0.022,0.18,0.246,0.098,0.267,0.081,0.187,1
2940,43.753,-79.385,20 to 24,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Unknown,"Automobile, Station Wagon",2100.0,0.564,0.067,0.136,0.448,0.077,0.167,0.004,0.104,1
2941,43.753,-79.357,40 to 44,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1539.6666666666667,0.554,0.046,0.182,0.411,0.035,0.236,0.095,0.091,3
2942,43.753,-79.357,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Truck - Closed (Blazer, etc)",1539.6666666666667,0.554,0.046,0.182,0.411,0.035,0.236,0.095,0.091,3
2943,43.753,-79.357,50 to 54,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1539.6666666666667,0.554,0.046,0.182,0.411,0.035,0.236,0.095,0.091,3
2944,43.753,-79.308,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Normal,Motorcycle,1426.6666666666667,0.284,0.042,0.077,0.471,0.065,0.248,0.005,0.097,2
2945,43.753,-79.308,30 to 34,Dry,Clear,Daylight,Stop Sign,Improper Turn,Normal,"Automobile, Station Wagon",1426.6666666666667,0.284,0.042,0.077,0.471,0.065,0.248,0.005,0.097,2
2946,43.753,-79.308,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1426.6666666666667,0.284,0.042,0.077,0.471,0.065,0.248,0.005,0.097,2
2947,43.753,-79.276,15 to 19,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",855.0,0.47,0.165,0.201,0.304,0.078,0.126,0.037,0.126,1
2948,43.753,-79.265,65 to 69,Wet,Rain,"Dark, artificial",No Control,Other,Medical or Physical Disability,"Automobile, Station Wagon",2110.0,0.523,0.017,0.281,0.286,0.062,0.148,0.062,0.206,2
2949,43.753,-79.244,35 to 39,Dry,Clear,Dark,No Control,Improper Turn,Normal,Passenger Van,2242.0,0.461,0.028,0.209,0.327,0.083,0.169,0.048,0.184,1
2950,43.753,-79.234,35 to 39,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,"Automobile, Station Wagon",1700.0,0.861,0.034,0.1,0.513,0.067,0.164,0.002,0.122,1
2951,43.753,-79.179,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Unknown,"Automobile, Station Wagon",1500.0,0.266,0.032,0.011,0.529,0.04,0.25,0.033,0.138,1
2952,43.754,-79.619,40 to 44,Dry,Clear,"Dark, artificial",Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1859.0,0.445,0.005,0.31,0.241,0.032,0.216,0.025,0.196,1
2953,43.754,-79.6,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,"Automobile, Station Wagon",2344.0,0.391,0.026,0.107,0.416,0.085,0.228,0.052,0.137,1
2954,43.754,-79.532,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",2011.5,0.659,0.011,0.308,0.316,0.063,0.09,0.053,0.213,2
2955,43.754,-79.532,35 to 39,Dry,Clear,Dark,Traffic Signal,Speed too Fast For Condition,Normal,"Automobile, Station Wagon",2011.5,0.659,0.011,0.308,0.316,0.063,0.09,0.053,0.213,2
2956,43.754,-79.517,35 to 39,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1632.5,0.843,0.018,0.354,0.319,0.065,0.137,0.021,0.108,2
2957,43.754,-79.517,70 to 74,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",1632.5,0.843,0.018,0.354,0.319,0.065,0.137,0.021,0.108,2
2958,43.754,-79.513,10 to 14,Wet,Drifting Snow,Daylight,Stop Sign,Lost control,Inattentive,"Automobile, Station Wagon",1330.0,0.539,0.005,0.098,0.479,0.068,0.256,0.021,0.094,1
2959,43.754,-79.488,30 to 34,Dry,Clear,Daylight,Traffic Signal,Following too Close,Normal,"Automobile, Station Wagon",1485.0,0.531,0.02,0.278,0.292,0.103,0.15,0.057,0.157,2
2960,43.754,-79.488,55 to 59,Wet,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,Passenger Van,1485.0,0.531,0.02,0.278,0.292,0.103,0.15,0.057,0.157,2
2961,43.754,-79.482,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1242.0,0.267,0.016,0.275,0.337,0.085,0.17,0.024,0.116,1
2962,43.754,-79.463,40 to 44,Dry,Clear,Daylight,Stop Sign,Improper Passing,Normal,Motorcycle,1858.0,0.678,0.022,0.187,0.337,0.041,0.213,0.031,0.2,1
2963,43.754,-79.458,30 to 34,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",836.0,0.39,0.009,0.113,0.388,0.032,0.181,0.056,0.277,1
2964,43.754,-79.456,55 to 59,Dry,Clear,Dusk,Stop Sign,<Null>,<Null>,Moped,1905.0,0.673,0.015,0.177,0.323,0.021,0.211,0.028,0.253,1
2965,43.754,-79.408,25 to 29,Dry,Clear,Dark,No Control,Lost control,Fatigue,"Automobile, Station Wagon",145.0,0.65,0.024,0.334,0.299,0.069,0.128,0.003,0.146,1
2966,43.754,-79.351,20 to 24,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,"Automobile, Station Wagon",1604.0,0.633,0.012,0.189,0.333,0.04,0.34,0.084,0.086,1
2967,43.754,-79.35,30 to 34,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1646.0,0.847,0.033,0.159,0.335,0.05,0.312,0.047,0.111,1
2968,43.754,-79.313,20 to 24,Slush,Snow,Daylight,Traffic Signal,Following too Close,Normal,"Automobile, Station Wagon",1116.0,0.874,0.0,0.1,0.367,0.0,0.333,0.3,0.2,2
2969,43.754,-79.313,40 to 44,Dry,Clear,Daylight,Traffic Signal,Following too Close,Normal,"Automobile, Station Wagon",1116.0,0.874,0.0,0.1,0.367,0.0,0.333,0.3,0.2,2
2970,43.754,-79.298,30 to 34,Dry,Clear,Dark,Traffic Signal,Exceeding Speed Limit,Fatigue,"Automobile, Station Wagon",767.0,0.768,0.027,0.281,0.313,0.06,0.144,0.023,0.175,2
2971,43.754,-79.298,50 to 54,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",767.0,0.768,0.027,0.281,0.313,0.06,0.144,0.023,0.175,2
2972,43.754,-79.266,20 to 24,Dry,Clear,Daylight,No Control,Other,Unknown,"Automobile, Station Wagon",2002.0,0.78,0.021,0.2,0.383,0.057,0.202,0.111,0.137,1
2973,43.754,-79.245,20 to 24,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,"Automobile, Station Wagon",130.0,0.927,0.033,0.215,0.383,0.06,0.195,0.048,0.113,1
2974,43.755,-79.615,20 to 24,Dry,Clear,Daylight,No Control,Lost control,Unknown,"Automobile, Station Wagon",1837.5,0.438,0.008,0.484,0.167,0.034,0.164,0.048,0.142,2
2975,43.755,-79.615,30 to 34,Dry,Clear,"Dark, artificial",No Control,Speed too Fast For Condition,Inattentive,"Automobile, Station Wagon",1837.5,0.438,0.008,0.484,0.167,0.034,0.164,0.048,0.142,2
2976,43.755,-79.614,25 to 29,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",955.75,0.413,0.005,0.413,0.274,0.05,0.136,0.038,0.122,4
2977,43.755,-79.614,30 to 34,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",955.75,0.413,0.005,0.413,0.274,0.05,0.136,0.038,0.122,4
2978,43.755,-79.614,55 to 59,Dry,Clear,Daylight,Traffic Signal,Following too Close,Fatigue,"Automobile, Station Wagon",955.75,0.413,0.005,0.413,0.274,0.05,0.136,0.038,0.122,4
2979,43.755,-79.614,55 to 59,Dry,Clear,Dusk,Traffic Signal,Failed to Yield Right of Way,Normal,Truck - Open,955.75,0.413,0.005,0.413,0.274,0.05,0.136,0.038,0.122,4
2980,43.755,-79.612,20 to 24,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Had Been Drinking,"Automobile, Station Wagon",652.0,0.729,0.018,0.428,0.231,0.046,0.207,0.069,0.07,1
2981,43.755,-79.612,30 to 34,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,Truck - Dump,652.0,0.729,0.018,0.428,0.231,0.046,0.207,0.069,0.07,1
2982,43.755,-79.604,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",248.0,0.612,0.0,0.518,0.177,0.017,0.159,0.066,0.129,1
2983,43.755,-79.601,55 to 59,Dry,Clear,Dawn,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",653.0,0.399,0.014,0.202,0.358,0.098,0.179,0.011,0.15,1
2984,43.755,-79.527,60 to 64,Dry,Clear,"Dark, artificial",No Control,Following too Close,Unknown,"Automobile, Station Wagon",551.0,0.481,0.018,0.213,0.386,0.065,0.17,0.031,0.148,1
2985,43.755,-79.524,25 to 29,Wet,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",1016.5,0.297,0.031,0.381,0.292,0.046,0.089,0.022,0.162,6
2986,43.755,-79.524,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1016.5,0.297,0.031,0.381,0.292,0.046,0.089,0.022,0.162,6
2987,43.755,-79.524,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1016.5,0.297,0.031,0.381,0.292,0.046,0.089,0.022,0.162,6
2988,43.755,-79.524,45 to 49,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1016.5,0.297,0.031,0.381,0.292,0.046,0.089,0.022,0.162,6
2989,43.755,-79.459,45 to 49,Dry,Clear,Dusk,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1959.0,0.452,0.008,0.125,0.365,0.036,0.126,0.032,0.34,1
2990,43.755,-79.441,55 to 59,Dry,Clear,Daylight,No Control,Other,Normal,"Automobile, Station Wagon",1580.5,0.588,0.024,0.137,0.46,0.052,0.216,0.056,0.111,2
2991,43.755,-79.441,80 to 84,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1580.5,0.588,0.024,0.137,0.46,0.052,0.216,0.056,0.111,2
2992,43.755,-79.439,35 to 39,Wet,Clear,Daylight,No Control,Speed too Fast For Condition,Normal,"Automobile, Station Wagon",1800.0,0.47,0.019,0.19,0.455,0.039,0.18,0.074,0.117,1
2993,43.755,-79.439,40 to 44,Wet,Clear,Daylight,No Control,Improper Lane Change,Normal,"Automobile, Station Wagon",1800.0,0.47,0.019,0.19,0.455,0.039,0.18,0.074,0.117,1
2994,43.755,-79.438,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Unknown,"Automobile, Station Wagon",1444.3333333333333,0.502,0.021,0.131,0.283,0.08,0.285,0.036,0.199,6
2995,43.755,-79.438,30 to 34,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1444.3333333333333,0.502,0.021,0.131,0.283,0.08,0.285,0.036,0.199,6
2996,43.755,-79.438,50 to 54,Dry,Clear,Daylight,Traffic Signal,Other,Normal,Municipal Transit Bus (TTC),1444.3333333333333,0.502,0.021,0.131,0.283,0.08,0.285,0.036,0.199,6
2997,43.755,-79.438,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1444.3333333333333,0.502,0.021,0.131,0.283,0.08,0.285,0.036,0.199,6
2998,43.755,-79.438,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1444.3333333333333,0.502,0.021,0.131,0.283,0.08,0.285,0.036,0.199,6
2999,43.755,-79.438,80 to 84,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1444.3333333333333,0.502,0.021,0.131,0.283,0.08,0.285,0.036,0.199,6
3000,43.755,-79.436,45 to 49,Dry,Clear,Daylight,No Control,Following too Close,Normal,Pick Up Truck,935.0,0.226,0.023,0.197,0.208,0.074,0.436,0.049,0.062,1
3001,43.755,-79.36,60 to 64,Wet,Rain,Dark,No Control,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",2330.0,0.544,0.061,0.188,0.351,0.082,0.207,0.059,0.111,1
3002,43.755,-79.35,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Fatigue,"Automobile, Station Wagon",1540.0,0.477,0.04,0.139,0.401,0.053,0.246,0.025,0.121,1
3003,43.755,-79.347,unknown,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",2308.0,0.599,0.046,0.164,0.308,0.041,0.332,0.019,0.11,1
3004,43.755,-79.314,45 to 49,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",749.5,0.319,0.04,0.22,0.353,0.073,0.171,0.045,0.143,2
3005,43.755,-79.314,65 to 69,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,"Automobile, Station Wagon",749.5,0.319,0.04,0.22,0.353,0.073,0.171,0.045,0.143,2
3006,43.755,-79.266,20 to 24,Wet,Clear,Dark,Pedestrian Crossover,Following too Close,Unknown,"Automobile, Station Wagon",1700.0,0.779,0.041,0.174,0.402,0.065,0.206,0.021,0.111,1
