,LATITUDE,LONGITUDE,PEDTYPE,PEDACT,PEDCOND,TRAFFCTL,LIGHT,VISIBILITY,RDSFCOND,TIME
344,43.65,-79.377,Unknown,Other,Normal,Traffic Signal,Dark,Clear,Dry,306.0
345,43.651,-79.603,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,830.0
346,43.651,-79.569,Pedestrian hit at mid-block,Playing or Working on Highway,Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,1945.0
347,43.651,-79.526,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,1819.0
348,43.651,-79.476,<Null>,<Null>,<Null>,No Control,Daylight,Clear,Other,1300.0
349,43.651,-79.475,Other / Undefined,Other,"Ability Impaired, Alcohol Over .80",No Control,Daylight,Clear,Dry,1431.5
350,43.651,-79.475,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,No Control,Daylight,Clear,Dry,1431.5
351,43.651,-79.436,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Medical or Physical Disability,Traffic Signal,Daylight,Clear,Dry,756.0
352,43.651,-79.421,Vehicle is going straight thru inter.while ped cross with ROW,Running onto Roadway,"Ability Impaired, Alcohol",Traffic Signal,Dark,Clear,Dry,52.0
353,43.651,-79.411,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,1741.0
354,43.651,-79.41,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,"Ability Impaired, Alcohol",Traffic Signal,Dark,Clear,Dry,211.0
355,43.651,-79.408,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Daylight,Clear,Dry,991.0
356,43.651,-79.408,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,Dark,Clear,Dry,991.0
357,43.651,-79.408,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,991.0
358,43.651,-79.397,Pedestrian hit at mid-block,Running onto Roadway,Unknown,No Control,"Dark, artificial",Rain,Wet,2137.0
359,43.651,-79.397,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Rain,Wet,2137.0
360,43.651,-79.397,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,No Control,Daylight,Clear,Dry,2137.0
361,43.651,-79.391,Other / Undefined,Other,Normal,No Control,"Dark, artificial",Clear,Dry,259.0
362,43.651,-79.385,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Walking on Roadway Against Traffic,"Ability Impaired, Alcohol",No Control,Daylight,Snow,Wet,1415.0
363,43.651,-79.384,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,228.0
364,43.651,-79.383,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control","Ability Impaired, Alcohol",No Control,Dark,Clear,Dry,1719.0
365,43.651,-79.383,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Unknown,No Control,Daylight,Clear,Dry,1719.0
366,43.651,-79.381,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Normal,No Control,Daylight,Clear,Dry,1677.5
367,43.651,-79.381,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Other,Traffic Signal,Daylight,Clear,Dry,1677.5
368,43.651,-79.381,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,"Ability Impaired, Alcohol",Traffic Signal,Dark,Clear,Dry,1677.5
369,43.651,-79.381,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Rain,Wet,1677.5
370,43.651,-79.379,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Wet,1740.0
371,43.651,-79.377,Vehicle is reversing and hits pedestrian,Other,Normal,Stop Sign,Daylight,Clear,Dry,1395.0
372,43.651,-79.377,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,Traffic Signal,Dark,Rain,Wet,1395.0
373,43.651,-79.375,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Stop Sign,Dark,Clear,Dry,2110.0
374,43.651,-79.374,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,1475.5
375,43.651,-79.374,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1475.5
376,43.651,-79.372,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Traffic Signal,Dark,Rain,Wet,2350.0
377,43.651,-79.371,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,2149.0
378,43.651,-79.367,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Freezing Rain,Wet,2015.0
379,43.651,-79.362,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,644.0
380,43.651,-79.357,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1241.0
381,43.652,-79.485,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Daylight,Clear,Dry,1721.0
382,43.652,-79.469,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,858.0
383,43.652,-79.432,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Normal,Traffic Signal,Dark,Clear,Dry,2136.0
384,43.652,-79.421,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Had Been Drinking,No Control,Dark,Clear,Dry,1856.0
385,43.652,-79.406,Pedestrian hit at mid-block,Crossing without right of way,Inattentive,No Control,"Dark, artificial",Other,Wet,705.0
386,43.652,-79.405,<Null>,<Null>,<Null>,Traffic Signal,Dark,Rain,Wet,1337.6666666666667
387,43.652,-79.405,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Drifting Snow,Wet,1337.6666666666667
388,43.652,-79.405,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1337.6666666666667
389,43.652,-79.404,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1757.0
390,43.652,-79.401,Other / Undefined,Other,Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,233.0
391,43.652,-79.399,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,"Daylight, artificial",Clear,Dry,1755.0
392,43.652,-79.398,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Other,1015.0
393,43.652,-79.397,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Rain,Wet,1267.3333333333333
394,43.652,-79.397,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Wet,1267.3333333333333
395,43.652,-79.397,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Had Been Drinking,Traffic Signal,Dark,Rain,Wet,1267.3333333333333
396,43.652,-79.378,Other / Undefined,Other,Medical or Physical Disability,Traffic Signal,"Dark, artificial",Clear,Dry,774.0
397,43.652,-79.378,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Unknown,Traffic Signal,Daylight,Clear,Dry,774.0
398,43.652,-79.376,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,"Ability Impaired, Alcohol",No Control,Dark,Rain,Wet,2215.0
399,43.652,-79.372,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Inattentive,No Control,"Dark, artificial",Clear,Dry,1096.6666666666667
400,43.652,-79.372,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Daylight,Rain,Packed Snow,1096.6666666666667
401,43.652,-79.372,Unknown,Walking on Roadway with Traffic,Inattentive,Traffic Signal,"Dark, artificial",Clear,Dry,1096.6666666666667
402,43.653,-79.572,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,840.0
403,43.653,-79.463,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Rain,Wet,1909.0
404,43.653,-79.451,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1317.0
405,43.653,-79.422,Pedestrian hit at mid-block,Other,Normal,No Control,"Dark, artificial",Clear,Dry,2146.0
406,43.653,-79.396,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Inattentive,No Control,Daylight,Clear,Dry,1040.0
407,43.653,-79.396,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1040.0
408,43.653,-79.393,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,716.0
409,43.653,-79.379,Pedestrian hit at mid-block,Running onto Roadway,Normal,No Control,Daylight,Clear,Dry,1729.0
410,43.653,-79.378,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Inattentive,No Control,Daylight,Clear,Dry,1030.0
411,43.653,-79.375,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Rain,Wet,1837.0
412,43.653,-79.373,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Medical or Physical Disability,Traffic Signal,Daylight,Clear,Dry,1362.5
413,43.653,-79.373,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,Traffic Signal,Daylight,Clear,Dry,1362.5
414,43.653,-79.34,<Null>,<Null>,<Null>,Stop Sign,Daylight,Clear,Dry,1309.0
415,43.654,-79.564,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Other,1019.0
416,43.654,-79.48,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1702.0
417,43.654,-79.433,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1038.0
418,43.654,-79.422,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Medical or Physical Disability,Traffic Signal,Daylight,Clear,Dry,591.5
419,43.654,-79.422,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,"Ability Impaired, Alcohol",Traffic Signal,Dark,Rain,Wet,591.5
420,43.654,-79.415,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Other,Traffic Signal,Daylight,Clear,Dry,1124.0
421,43.654,-79.406,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Had Been Drinking,No Control,Dark,Rain,Wet,1600.3333333333333
422,43.654,-79.406,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Wet,1600.3333333333333
423,43.654,-79.406,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1600.3333333333333
424,43.654,-79.398,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Had Been Drinking,Traffic Signal,Daylight,Clear,Dry,531.5
425,43.654,-79.398,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Unknown,No Control,Dark,Clear,Dry,531.5
426,43.654,-79.388,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,Dark,Clear,Wet,653.5
427,43.654,-79.388,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Fatigue,Traffic Signal,Daylight,Clear,Dry,653.5
428,43.654,-79.386,Vehicle is reversing and hits pedestrian,Other,Had Been Drinking,No Control,"Daylight, artificial",Clear,Dry,1905.0
429,43.654,-79.378,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dawn, artificial",Clear,Dry,637.0
430,43.654,-79.373,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Clear,Dry,42.0
431,43.654,-79.369,Other / Undefined,Other,Other,Traffic Signal,Daylight,Clear,Dry,1276.5
432,43.654,-79.369,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1276.5
433,43.654,-79.369,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Dark,Clear,Dry,1276.5
434,43.654,-79.369,Vehicle turns left while ped crosses without ROW at inter.,Running onto Roadway,Inattentive,Traffic Signal,Dark,Clear,Dry,1276.5
435,43.654,-79.367,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,"Dusk, artificial",Clear,Wet,1640.0
436,43.654,-79.366,Vehicle is reversing and hits pedestrian,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Ice,905.0
437,43.654,-79.365,Pedestrian hit at mid-block,Playing or Working on Highway,Normal,No Control,Dark,Clear,Dry,420.0
438,43.654,-79.36,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,"Dark, artificial",Rain,Wet,1855.0
439,43.654,-79.337,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,609.0
440,43.655,-79.487,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1303.0
441,43.655,-79.457,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,325.0
442,43.655,-79.452,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Rain,Wet,999.0
443,43.655,-79.452,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,999.0
444,43.655,-79.452,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Normal,No Control,"Dusk, artificial",Rain,Wet,999.0
445,43.655,-79.433,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1494.5
446,43.655,-79.433,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Dark,Rain,Wet,1494.5
447,43.655,-79.399,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1509.6666666666667
448,43.655,-79.399,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Had Been Drinking,No Control,Daylight,Rain,Wet,1509.6666666666667
449,43.655,-79.398,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Inattentive,No Control,Daylight,Rain,Wet,1536.0
450,43.655,-79.398,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1536.0
451,43.655,-79.388,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,No Control,Dark,Clear,Dry,2210.0
452,43.655,-79.386,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Unknown,No Control,Daylight,Clear,Dry,1145.0
453,43.655,-79.386,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dawn, artificial",Clear,Dry,1145.0
454,43.655,-79.385,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1545.0
455,43.655,-79.383,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Dark,Clear,Dry,1488.0
456,43.655,-79.383,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Daylight,Clear,Dry,1488.0
457,43.655,-79.379,Other / Undefined,Other,Normal,No Control,Daylight,Clear,Dry,910.0
458,43.655,-79.379,Vehicle is reversing and hits pedestrian,Other,Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,910.0
459,43.655,-79.374,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control","Ability Impaired, Alcohol",No Control,Dark,Clear,Wet,1754.0
460,43.655,-79.365,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,No Control,Daylight,Clear,Dry,1751.0
461,43.655,-79.362,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Had Been Drinking,No Control,Dark,Clear,Dry,1828.0
462,43.655,-79.357,Vehicle is going straight thru inter.while ped cross without ROW,Walking on Roadway Against Traffic,Had Been Drinking,No Control,Daylight,Clear,Dry,1525.0
463,43.656,-79.565,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dawn, artificial",Rain,Wet,720.0
464,43.656,-79.452,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,"Ability Impaired, Alcohol Over .80",No Control,Dark,Clear,Dry,1500.875
465,43.656,-79.452,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,1500.875
466,43.656,-79.452,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1500.875
467,43.656,-79.452,Vehicle is reversing and hits pedestrian,Other,Unknown,No Control,Daylight,Clear,Dry,1500.875
468,43.656,-79.452,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,1500.875
469,43.656,-79.452,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1500.875
470,43.656,-79.452,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,Dusk,Rain,Wet,1500.875
471,43.656,-79.452,Vehicle turns left while ped crosses without ROW at inter.,Running onto Roadway,Normal,Traffic Signal,Daylight,Clear,Dry,1500.875
472,43.656,-79.423,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,1755.0
473,43.656,-79.409,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Rain,Wet,1948.0
474,43.656,-79.409,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Rain,Wet,1948.0
475,43.656,-79.408,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Dark,Clear,Dry,145.0
476,43.656,-79.407,Pedestrian hit at mid-block,Other,Normal,No Control,Daylight,Rain,Wet,881.0
477,43.656,-79.407,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dark,Clear,Dry,881.0
478,43.656,-79.407,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,881.0
479,43.656,-79.405,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Crossing without right of way,Had Been Drinking,Traffic Signal,Dark,Clear,Wet,242.0
480,43.656,-79.402,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,Dark,Clear,Dry,15.0
481,43.656,-79.399,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,No Control,Dark,Clear,Dry,730.3333333333334
482,43.656,-79.394,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Normal,No Control,Dark,Clear,Dry,232.0
483,43.656,-79.39,Other / Undefined,Other,Had Been Drinking,Stop Sign,Dark,Clear,Dry,1851.0
484,43.656,-79.39,Pedestrian hit at mid-block,"Crossing, no Traffic Control","Ability Impaired, Alcohol",No Control,Dusk,Clear,Dry,1851.0
485,43.656,-79.382,<Null>,<Null>,Had Been Drinking,No Control,Daylight,Clear,Dry,1283.0
486,43.656,-79.382,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Normal,No Control,"Dark, artificial",Rain,Wet,1283.0
487,43.656,-79.381,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,582.5
488,43.656,-79.381,Pedestrian hit at mid-block,Other,Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,582.5
489,43.656,-79.38,Vehicle is going straight thru inter.while ped cross with ROW,Person Getting on/off Vehicle,Inattentive,Streetcar (Stop for),Daylight,Clear,Dry,1635.0
490,43.656,-79.378,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Dry,955.0
491,43.656,-79.377,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Unknown,Traffic Signal,Dusk,Rain,Wet,535.0
492,43.656,-79.375,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Medical or Physical Disability,No Control,Daylight,Clear,Dry,1538.0
493,43.656,-79.374,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,2232.0
494,43.656,-79.374,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,"Dusk, artificial",Clear,Dry,2232.0
495,43.656,-79.364,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1450.0
496,43.656,-79.362,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,"Dark, artificial",Clear,Dry,125.0
497,43.656,-79.362,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,No Control,"Dark, artificial",Clear,Dry,125.0
498,43.656,-79.361,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive,No Control,Dark,Clear,Dry,2039.0
499,43.657,-79.542,Pedestrian hit at mid-block,Other,Inattentive,No Control,"Dark, artificial",Rain,Wet,616.0
500,43.657,-79.479,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,745.0
501,43.657,-79.447,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Medical or Physical Disability,Traffic Signal,"Dark, artificial",Rain,Wet,2358.0
502,43.657,-79.445,Pedestrian hit at mid-block,Running onto Roadway,Unknown,No Control,Daylight,Clear,Dry,1103.0
503,43.657,-79.422,Vehicle is reversing and hits pedestrian,Coming From Behind Parked Vehicle,Normal,No Control,Daylight,Clear,Dry,1715.0
504,43.657,-79.408,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,"Dark, artificial",Snow,Wet,1904.0
505,43.657,-79.404,Vehicle turns left while ped crosses with ROW at inter.,"Crossing, no Traffic Control",Normal,Stop Sign,Daylight,Clear,Dry,855.0
506,43.657,-79.403,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Dark,Clear,Dry,316.0
507,43.657,-79.4,<Null>,<Null>,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,151.0
508,43.657,-79.399,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,No Control,Dark,Rain,Wet,14.0
509,43.657,-79.389,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,Traffic Signal,Dark,Rain,Wet,2145.0
510,43.657,-79.388,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Wet,855.0
511,43.657,-79.381,<Null>,<Null>,Inattentive,No Control,Daylight,Clear,Dry,1116.5
512,43.657,-79.381,Pedestrian hit at mid-block,Other,Inattentive,No Control,Daylight,Clear,Dry,1116.5
513,43.657,-79.374,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Rain,Wet,1130.6666666666667
514,43.657,-79.374,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Wet,1130.6666666666667
515,43.657,-79.374,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Unknown,Traffic Signal,Daylight,Clear,Dry,1130.6666666666667
516,43.657,-79.373,Pedestrian hit at private driveway,Other,Unknown,No Control,Dark,Clear,Wet,1521.0
517,43.657,-79.373,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1521.0
518,43.657,-79.37,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other,No Control,"Dark, artificial",Clear,Wet,104.0
519,43.657,-79.342,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Stop Sign,Daylight,Clear,Dry,856.0
520,43.657,-79.341,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1130.0
521,43.658,-79.461,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Medical or Physical Disability,No Control,"Dark, artificial",Clear,Dry,2341.0
522,43.658,-79.453,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Inattentive,No Control,Daylight,Clear,Wet,1316.5
523,43.658,-79.453,Vehicle is reversing and hits pedestrian,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1316.5
524,43.658,-79.452,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1245.0
525,43.658,-79.443,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1449.0
526,43.658,-79.442,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Dark,Clear,Dry,1180.0
527,43.658,-79.442,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,1180.0
528,43.658,-79.44,Pedestrian hit at mid-block,Running onto Roadway,Normal,No Control,"Dark, artificial",Clear,Wet,208.0
529,43.658,-79.4,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Other,No Control,"Dark, artificial",Clear,Dry,405.0
530,43.658,-79.399,Other / Undefined,Other,Medical or Physical Disability,No Control,Daylight,Clear,Dry,1601.0
531,43.658,-79.398,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,226.0
532,43.658,-79.389,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,861.0
533,43.658,-79.389,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Rain,Wet,861.0
534,43.658,-79.386,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1505.0
535,43.658,-79.385,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Rain,Wet,39.0
