,LATITUDE,LONGITUDE,PEDTYPE,PEDACT,PEDCOND,TRAFFCTL,LIGHT,VISIBILITY,RDSFCOND,TIME
2178,43.779,-79.304,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1372.0
2179,43.779,-79.275,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Dusk,Clear,Dry,1829.0
2180,43.779,-79.254,Other / Undefined,Pushing/Working on Vehicle,Unknown,Traffic Signal,Daylight,Clear,Dry,850.0
2181,43.779,-79.232,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1087.5
2182,43.779,-79.217,<Null>,<Null>,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1720.0
2183,43.78,-79.419,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,No Control,"Dark, artificial",Clear,Dry,1904.0
2184,43.78,-79.413,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1350.0
2185,43.78,-79.413,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1350.0
2186,43.78,-79.412,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,Traffic Signal,Daylight,Clear,Wet,1369.6666666666667
2187,43.78,-79.412,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1369.6666666666667
2188,43.78,-79.412,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1369.6666666666667
2189,43.78,-79.325,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,Traffic Signal,Dark,Drifting Snow,Wet,1951.5
2190,43.78,-79.325,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1951.5
2191,43.78,-79.308,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Dark,Clear,Dry,1900.0
2192,43.78,-79.3,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,2318.0
2193,43.78,-79.233,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,1104.0
2194,43.781,-79.494,<Null>,<Null>,Normal,Traffic Signal,"Dawn, artificial",Clear,Dry,1444.3333333333333
2195,43.781,-79.494,Unknown,<Null>,<Null>,Traffic Signal,Dark,Rain,Wet,1444.3333333333333
2196,43.781,-79.494,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1444.3333333333333
2197,43.781,-79.493,Pedestrian hit at mid-block,Crossing without right of way,Inattentive,No Control,Daylight,Clear,Dry,1617.0
2198,43.781,-79.493,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Rain,Wet,1617.0
2199,43.781,-79.412,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Other,No Control,Daylight,Clear,Dry,1615.0
2200,43.781,-79.401,Unknown,Other,Inattentive,No Control,"Dark, artificial",Clear,Dry,2020.0
2201,43.781,-79.351,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Wet,1039.0
2202,43.781,-79.335,<Null>,<Null>,Normal,No Control,Daylight,Clear,Dry,650.0
2203,43.782,-79.49,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1222.0
2204,43.782,-79.436,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,Daylight,Clear,Dry,1900.0
2205,43.782,-79.416,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Walking on Roadway with Traffic,Normal,No Control,Daylight,Clear,Dry,750.0
2206,43.782,-79.413,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,Daylight,Clear,Dry,1530.0
2207,43.782,-79.407,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1545.0
2208,43.782,-79.401,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Dark,Snow,Wet,1712.3333333333333
2209,43.782,-79.401,Pedestrian hit at mid-block,Running onto Roadway,Normal,No Control,Daylight,Clear,Dry,1712.3333333333333
2210,43.782,-79.401,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,"Dark, artificial",Clear,Dry,1712.3333333333333
2211,43.782,-79.391,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Normal,No Control,Daylight,Clear,Dry,943.0
2212,43.782,-79.349,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1352.0
2213,43.782,-79.292,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1482.0
2214,43.782,-79.291,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Daylight, artificial",Clear,Wet,1745.0
2215,43.782,-79.232,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,No Control,"Dark, artificial",Clear,Wet,1834.0
2216,43.782,-79.204,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1025.0
2217,43.782,-79.172,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,"Dark, artificial",Clear,Dry,2225.0
2218,43.783,-79.47,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1415.0
2219,43.783,-79.416,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1025.0
2220,43.783,-79.366,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1510.0
2221,43.783,-79.289,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Normal,No Control,Daylight,Clear,Dry,915.0
2222,43.783,-79.288,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1262.0
2223,43.783,-79.288,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Unknown,Traffic Signal,"Dark, artificial",Rain,Wet,1262.0
2224,43.783,-79.288,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1262.0
2225,43.783,-79.287,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1617.0
2226,43.783,-79.231,Other / Undefined,Running onto Roadway,Normal,Traffic Signal,Daylight,Clear,Dry,755.0
2227,43.783,-79.205,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,2125.0
2228,43.783,-79.202,Pedestrian hit at mid-block,Other,Unknown,No Control,"Dark, artificial",Clear,Dry,1822.0
2229,43.784,-79.445,<Null>,<Null>,Normal,No Control,Daylight,Clear,Dry,1620.0
2230,43.784,-79.416,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Normal,Stop Sign,Daylight,Clear,Dry,1422.5
2231,43.784,-79.416,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,Traffic Signal,Daylight,Clear,Dry,1422.5
2232,43.784,-79.31,Pedestrian hit at mid-block,Other,Normal,No Control,Dark,Clear,Dry,2206.0
2233,43.784,-79.288,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1535.0
2234,43.784,-79.256,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability,No Control,Daylight,Rain,Wet,1550.0
2235,43.784,-79.252,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Inattentive,No Control,Daylight,Clear,Dry,1624.0
2236,43.784,-79.168,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Traffic Signal,"Dark, artificial",Clear,Dry,22.0
2237,43.784,-79.164,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Medical or Physical Disability,No Control,Dark,Clear,Dry,50.0
2238,43.785,-79.445,Pedestrian hit at private driveway,Other,Normal,No Control,Daylight,Clear,Dry,1308.0
2239,43.785,-79.441,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Daylight, artificial",Clear,Dry,840.0
2240,43.785,-79.339,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,"Dark, artificial",Clear,Dry,1740.0
2241,43.785,-79.31,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,1731.0
2242,43.785,-79.289,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1223.3333333333333
2243,43.785,-79.289,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1223.3333333333333
2244,43.785,-79.289,Vehicle turns right while ped crosses without ROW at inter.,Crossing without right of way,Normal,Traffic Signal,Dark,Clear,Wet,1223.3333333333333
2245,43.785,-79.278,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,"Dark, artificial",Clear,Wet,1570.5
2246,43.785,-79.278,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1570.5
2247,43.785,-79.256,Pedestrian hit at mid-block,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,989.0
2248,43.785,-79.256,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,989.0
2249,43.785,-79.232,<Null>,<Null>,Inattentive,No Control,Daylight,Clear,Dry,1557.0
2250,43.786,-79.474,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dark,Rain,Wet,622.0
2251,43.786,-79.417,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,Traffic Signal,Daylight,Clear,Dry,1830.0
2252,43.786,-79.417,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,1830.0
2253,43.786,-79.311,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Dark,Clear,Dry,2229.0
2254,43.786,-79.267,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Wet,708.0
2255,43.786,-79.242,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Dusk,Clear,Dry,1630.0
2256,43.786,-79.219,Vehicle is reversing and hits pedestrian,"Crossing, no Traffic Control",Normal,No Control,Dark,Clear,Dry,1704.0
2257,43.786,-79.188,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,"Dark, artificial",Clear,Dry,1836.0
2258,43.786,-79.139,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1330.0
2259,43.787,-79.47,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,649.0
2260,43.787,-79.276,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1514.0
2261,43.787,-79.268,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial","Fog, Mist, Smoke, Dust",Wet,1745.0
2262,43.787,-79.17,Pedestrian hit at mid-block,Other,Had Been Drinking,No Control,Dark,Clear,Dry,205.0
2263,43.787,-79.15,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1830.0
2264,43.788,-79.446,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,843.0
2265,43.788,-79.417,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1432.0
2266,43.788,-79.409,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,745.0
2267,43.788,-79.331,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,Stop Sign,Daylight,Clear,Dry,945.0
2268,43.788,-79.28,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,Traffic Signal,Daylight,Clear,Dry,1524.0
2269,43.788,-79.24,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Unknown,Pedestrian Crossover,Daylight,Clear,Dry,1805.0
2270,43.789,-79.457,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1408.0
2271,43.789,-79.443,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Unknown,No Control,Daylight,Clear,Dry,1800.0
2272,43.789,-79.413,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Stop Sign,Daylight,Clear,Wet,954.0
2273,43.789,-79.373,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dark,Clear,Dry,1571.5
2274,43.789,-79.373,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1571.5
2275,43.789,-79.368,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1545.0
2276,43.789,-79.329,<Null>,<Null>,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,1901.0
2277,43.789,-79.259,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Dark,Clear,Dry,2314.0
2278,43.789,-79.258,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dark,Clear,Dry,1722.0
2279,43.789,-79.258,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1722.0
2280,43.79,-79.453,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Medical or Physical Disability,Traffic Signal,Daylight,Clear,Dry,1325.0
2281,43.79,-79.444,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1010.0
2282,43.79,-79.418,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,"Dark, artificial",Clear,Dry,0.0
2283,43.79,-79.365,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1120.0
2284,43.79,-79.354,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,819.0
2285,43.79,-79.269,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dusk, artificial",Clear,Dry,1718.0
2286,43.79,-79.173,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Traffic Signal,Dark,Clear,Dry,505.0
2287,43.79,-79.17,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Stop Sign,Dark,Clear,Other,1915.0
2288,43.79,-79.125,Other / Undefined,Other,Had Been Drinking,No Control,"Dark, artificial",Snow,Wet,2130.0
2289,43.791,-79.386,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Stop Sign,Daylight,Rain,Wet,926.0
2290,43.791,-79.368,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1918.0
2291,43.791,-79.358,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1126.0
2292,43.791,-79.358,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Medical or Physical Disability,Traffic Signal,Daylight,Clear,Dry,1126.0
2293,43.791,-79.279,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal,No Control,Daylight,Clear,Dry,1750.0
2294,43.791,-79.25,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1452.0
2295,43.791,-79.237,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Clear,Dry,1900.0
2296,43.792,-79.447,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1315.0
2297,43.792,-79.445,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1058.2857142857142
2298,43.792,-79.445,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1058.2857142857142
2299,43.792,-79.44,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Normal,Stop Sign,Daylight,Clear,Dry,845.0
2300,43.792,-79.437,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,No Control,Daylight,Rain,Wet,1527.0
2301,43.792,-79.436,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,800.0
2302,43.792,-79.393,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1613.0
2303,43.792,-79.354,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1089.0
2304,43.792,-79.354,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1089.0
2305,43.792,-79.354,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Freezing Rain,Wet,1089.0
2306,43.792,-79.313,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,Traffic Signal,Daylight,Rain,Wet,1250.0
2307,43.792,-79.245,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,No Control,Daylight,Clear,Dry,1640.0
2308,43.792,-79.206,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,Dark,Rain,Wet,2330.0
2309,43.793,-79.427,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,1517.0
2310,43.793,-79.421,Vehicle is reversing and hits pedestrian,Person Getting on/off Vehicle,Normal,No Control,Dark,Clear,Dry,2240.0
2311,43.793,-79.411,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,935.0
2312,43.793,-79.357,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,Dark,Rain,Wet,2115.0
2313,43.793,-79.354,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Rain,Wet,1803.0
2314,43.793,-79.352,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Medical or Physical Disability,Pedestrian Crossover,Daylight,Clear,Dry,974.8
2315,43.793,-79.352,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other,Traffic Signal,Daylight,Clear,Dry,974.8
2316,43.793,-79.352,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,974.8
2317,43.793,-79.352,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,974.8
2318,43.793,-79.352,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Normal,Traffic Signal,Daylight,Clear,Dry,974.8
2319,43.793,-79.35,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,"Dark, artificial",Snow,Wet,1855.0
2320,43.793,-79.336,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,944.0
2321,43.793,-79.331,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1087.0
2322,43.793,-79.331,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Dark,Clear,Dry,1087.0
2323,43.793,-79.331,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,1087.0
2324,43.793,-79.328,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,602.0
2325,43.793,-79.303,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,Stop Sign,"Dark, artificial",Clear,Wet,2030.0
2326,43.793,-79.281,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,946.0
2327,43.793,-79.242,Pedestrian involved in a collision with transit vehicle anywhere along roadway,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1930.0
2328,43.793,-79.238,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1580.0
2329,43.793,-79.238,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1580.0
2330,43.793,-79.179,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Running onto Roadway,Inattentive,No Control,"Daylight, artificial",Clear,Dry,1530.0
2331,43.794,-79.436,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1038.0
2332,43.794,-79.419,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1763.6666666666667
2333,43.794,-79.419,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Unknown,No Control,Dark,Rain,Wet,1763.6666666666667
2334,43.794,-79.419,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Unknown,No Control,Daylight,Clear,Dry,1763.6666666666667
2335,43.794,-79.325,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,2211.0
2336,43.794,-79.323,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1404.0
2337,43.794,-79.314,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Dark,Clear,Dry,1157.0
2338,43.794,-79.314,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Dark,Rain,Wet,1157.0
2339,43.794,-79.29,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Dark,Clear,Wet,1730.0
2340,43.794,-79.234,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1794.5
2341,43.794,-79.234,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,1794.5
2342,43.794,-79.196,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1415.0
2343,43.795,-79.419,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1006.0
2344,43.795,-79.415,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,"Dark, artificial",Clear,Dry,1847.0
2345,43.795,-79.341,Vehicle is going straight thru inter.while ped cross with ROW,Other,Normal,Traffic Signal,Daylight,Clear,Dry,1340.0
2346,43.795,-79.332,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Dark,Clear,Dry,1750.0
2347,43.795,-79.319,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1740.0
2348,43.795,-79.272,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1545.0
2349,43.795,-79.23,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,835.0
2350,43.795,-79.229,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Dark,Clear,Dry,1803.0
2351,43.795,-79.196,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Clear,Dry,1817.0
2352,43.796,-79.429,<Null>,<Null>,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,2200.0
2353,43.796,-79.426,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Normal,Stop Sign,Daylight,Clear,Slush,1397.0
2354,43.796,-79.424,Pedestrian hit at mid-block,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1715.5
2355,43.796,-79.424,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1715.5
2356,43.796,-79.419,Pedestrian hit at mid-block,Running onto Roadway,Normal,No Control,Daylight,Clear,Dry,1645.0
2357,43.796,-79.318,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Dark,Rain,Wet,1946.0
2358,43.796,-79.272,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1752.0
2359,43.796,-79.235,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Stop Sign,Dark,Clear,Dry,1840.0
2360,43.796,-79.225,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Dark,Clear,Dry,2100.0
2361,43.797,-79.422,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1755.0
2362,43.797,-79.42,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,Traffic Signal,Dark,Clear,Wet,1384.75
2363,43.797,-79.333,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Traffic Signal,Daylight,Clear,Dry,1653.0
2364,43.797,-79.316,Pedestrian hit at mid-block,"Crossing, no Traffic Control","Ability Impaired, Alcohol",No Control,Dark,Clear,Dry,2125.0
2365,43.797,-79.312,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Inattentive,Traffic Signal,"Dark, artificial","Fog, Mist, Smoke, Dust",Wet,1263.3333333333333
2366,43.797,-79.312,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Wet,1263.3333333333333
2367,43.797,-79.312,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1263.3333333333333
2368,43.797,-79.305,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,850.0
2369,43.797,-79.272,<Null>,<Null>,Normal,Traffic Signal,Daylight,Clear,Dry,1625.0
2370,43.797,-79.204,Pedestrian hit at mid-block,"Crossing, no Traffic Control",<Null>,No Control,"Dark, artificial",Clear,Dry,42.0
