,LATITUDE,LONGITUDE,COUNT
749,43.681,-79.425,1
750,43.681,-79.417,2
751,43.681,-79.391,2
752,43.681,-79.333,2
753,43.681,-79.33,1
754,43.681,-79.322,1
755,43.681,-79.311,1
756,43.681,-79.306,1
757,43.681,-79.28,1
758,43.682,-79.478,1
759,43.682,-79.471,4
760,43.682,-79.465,1
761,43.682,-79.463,2
762,43.682,-79.457,1
763,43.682,-79.444,1
764,43.682,-79.436,1
765,43.682,-79.434,1
766,43.682,-79.428,1
767,43.682,-79.421,1
768,43.682,-79.418,1
769,43.682,-79.357,1
770,43.682,-79.346,1
771,43.682,-79.329,1
772,43.682,-79.328,2
773,43.682,-79.327,1
774,43.683,-79.54,3
775,43.683,-79.511,3
776,43.683,-79.464,1
777,43.683,-79.452,1
778,43.683,-79.418,2
779,43.683,-79.415,1
780,43.683,-79.361,1
781,43.683,-79.356,1
782,43.683,-79.323,2
783,43.683,-79.322,2
784,43.683,-79.32,3
785,43.683,-79.302,1
786,43.683,-79.301,1
787,43.683,-79.3,1
788,43.683,-79.285,1
789,43.683,-79.283,1
790,43.684,-79.564,1
791,43.684,-79.527,1
792,43.684,-79.508,1
793,43.684,-79.498,2
794,43.684,-79.474,1
795,43.684,-79.472,2
796,43.684,-79.437,1
797,43.684,-79.421,1
798,43.684,-79.413,1
799,43.684,-79.411,1
800,43.684,-79.34,1
801,43.684,-79.32,1
802,43.684,-79.28,2
803,43.685,-79.557,1
804,43.685,-79.541,1
805,43.685,-79.52,1
806,43.685,-79.519,1
807,43.685,-79.512,1
808,43.685,-79.499,1
809,43.685,-79.495,1
810,43.685,-79.446,2
811,43.685,-79.437,1
812,43.685,-79.407,1
813,43.685,-79.312,2
814,43.685,-79.294,1
815,43.685,-79.29,1
816,43.686,-79.597,1
817,43.686,-79.596,1
818,43.686,-79.595,5
819,43.686,-79.49,1
820,43.686,-79.489,2
821,43.686,-79.446,2
822,43.686,-79.443,1
823,43.686,-79.441,1
824,43.686,-79.413,1
825,43.686,-79.401,1
826,43.686,-79.393,1
827,43.686,-79.31,1
828,43.686,-79.308,1
829,43.686,-79.285,1
830,43.687,-79.586,1
831,43.687,-79.533,1
