,AvgAcceleration,PercentCar,PercentHDT,PercentLDT,PercentMDT,PercentMPV,PercentOfVehicles,PercentOther,LATITUDE,LONGITUDE,COUNT
2462,0.309,0.005,0.097,0.263,0.082,0.316,0.029,0.237,43.749,-79.552,2
2463,0.628,0.0,0.459,0.242,0.051,0.165,0.082,0.083,43.749,-79.526,1
2464,0.5,0.006,0.074,0.411,0.036,0.414,0.142,0.059,43.749,-79.515,1
2465,0.669,0.028,0.349,0.291,0.073,0.119,0.012,0.14,43.749,-79.487,2
2466,0.62,0.0,0.525,0.067,0.143,0.2,0.113,0.064,43.749,-79.378,1
2467,0.573,0.085,0.22,0.294,0.072,0.148,0.062,0.182,43.749,-79.277,1
2468,0.419,0.0,0.139,0.514,0.022,0.213,0.067,0.112,43.749,-79.274,4
2469,0.287,0.029,0.144,0.455,0.075,0.202,0.002,0.095,43.749,-79.264,1
2470,0.249,0.041,0.202,0.335,0.041,0.271,0.036,0.111,43.749,-79.244,2
2471,0.383,0.011,0.13,0.337,0.129,0.282,0.064,0.111,43.749,-79.205,1
2472,0.249,0.02,0.119,0.454,0.086,0.17,0.002,0.152,43.75,-79.598,2
2473,0.677,0.018,0.232,0.408,0.056,0.173,0.026,0.113,43.75,-79.585,1
2474,0.35,0.0,0.214,0.254,0.024,0.299,0.011,0.209,43.75,-79.57,1
2475,0.53,0.0,0.185,0.218,0.057,0.314,0.041,0.227,43.75,-79.562,1
2476,0.35,0.002,0.155,0.377,0.074,0.276,0.047,0.116,43.75,-79.549,2
2477,0.511,0.022,0.095,0.42,0.08,0.207,0.093,0.175,43.75,-79.494,1
2478,0.516,0.017,0.157,0.131,0.069,0.347,0.419,0.279,43.75,-79.492,1
2479,0.452,0.054,0.259,0.321,0.059,0.17,0.046,0.138,43.75,-79.463,3
2480,0.328,0.076,0.203,0.297,0.032,0.239,0.054,0.153,43.75,-79.462,1
2481,0.262,0.018,0.234,0.277,0.056,0.196,0.012,0.218,43.75,-79.437,1
2482,0.38,0.068,0.1,0.363,0.095,0.277,0.022,0.098,43.75,-79.384,1
2483,0.393,0.0,0.405,0.195,0.0,0.362,0.029,0.038,43.75,-79.346,1
2484,0.2,0.052,0.076,0.455,0.049,0.248,0.024,0.12,43.75,-79.307,1
2485,1.869,0.026,0.307,0.301,0.064,0.115,0.001,0.187,43.75,-79.296,1
2486,0.532,0.012,0.275,0.295,0.059,0.144,0.022,0.216,43.75,-79.289,1
2487,0.797,0.04,0.087,0.485,0.062,0.213,0.022,0.113,43.75,-79.254,1
2488,0.425,0.037,0.24,0.388,0.074,0.148,0.011,0.113,43.75,-79.244,2
2489,0.456,0.005,0.159,0.219,0.039,0.47,0.089,0.107,43.753,-79.624,1
2490,0.416,0.002,0.347,0.263,0.078,0.214,0.093,0.096,43.753,-79.62,1
2491,0.507,0.02,0.173,0.431,0.07,0.178,0.017,0.129,43.753,-79.587,1
2492,0.513,0.06,0.188,0.366,0.078,0.187,0.014,0.12,43.753,-79.568,1
2493,0.287,0.002,0.24,0.102,0.033,0.063,0.006,0.561,43.753,-79.553,1
2494,0.649,0.002,0.314,0.28,0.1,0.11,0.105,0.194,43.753,-79.544,1
2495,0.604,0.008,0.187,0.338,0.077,0.3,0.146,0.09,43.753,-79.542,2
2496,0.819,0.015,0.306,0.327,0.061,0.167,0.136,0.124,43.753,-79.536,5
2497,0.231,0.0,0.127,0.288,0.039,0.499,0.151,0.047,43.753,-79.518,1
2498,0.112,0.0,0.483,0.122,0.125,0.139,0.102,0.131,43.753,-79.516,1
2499,0.678,0.006,0.118,0.447,0.077,0.204,0.017,0.147,43.753,-79.499,1
2500,0.602,0.055,0.212,0.369,0.119,0.134,0.045,0.11,43.753,-79.488,3
2501,0.308,0.032,0.262,0.247,0.062,0.313,0.034,0.084,43.753,-79.468,1
2502,0.689,0.022,0.18,0.246,0.098,0.267,0.081,0.187,43.753,-79.448,1
2503,0.564,0.067,0.136,0.448,0.077,0.167,0.004,0.104,43.753,-79.385,1
2504,0.554,0.046,0.182,0.411,0.035,0.236,0.095,0.091,43.753,-79.357,3
2505,0.284,0.042,0.077,0.471,0.065,0.248,0.005,0.097,43.753,-79.308,2
2506,0.47,0.165,0.201,0.304,0.078,0.126,0.037,0.126,43.753,-79.276,1
2507,0.523,0.017,0.281,0.286,0.062,0.148,0.062,0.206,43.753,-79.265,2
2508,0.461,0.028,0.209,0.327,0.083,0.169,0.048,0.184,43.753,-79.244,1
2509,0.861,0.034,0.1,0.513,0.067,0.164,0.002,0.122,43.753,-79.234,1
2510,0.266,0.032,0.011,0.529,0.04,0.25,0.033,0.138,43.753,-79.179,1
2511,0.445,0.005,0.31,0.241,0.032,0.216,0.025,0.196,43.754,-79.619,1
2512,0.391,0.026,0.107,0.416,0.085,0.228,0.052,0.137,43.754,-79.6,1
2513,0.659,0.011,0.308,0.316,0.063,0.09,0.053,0.213,43.754,-79.532,2
2514,0.843,0.018,0.354,0.319,0.065,0.137,0.021,0.108,43.754,-79.517,2
2515,0.539,0.005,0.098,0.479,0.068,0.256,0.021,0.094,43.754,-79.513,1
2516,0.531,0.02,0.278,0.292,0.103,0.15,0.057,0.157,43.754,-79.488,2
2517,0.267,0.016,0.275,0.337,0.085,0.17,0.024,0.116,43.754,-79.482,1
2518,0.678,0.022,0.187,0.337,0.041,0.213,0.031,0.2,43.754,-79.463,1
2519,0.39,0.009,0.113,0.388,0.032,0.181,0.056,0.277,43.754,-79.458,1
2520,0.673,0.015,0.177,0.323,0.021,0.211,0.028,0.253,43.754,-79.456,1
2521,0.55,0.02,0.096,0.381,0.102,0.206,0.055,0.196,43.754,-79.443,1
2522,0.667,0.025,0.191,0.272,0.084,0.215,0.05,0.213,43.754,-79.442,1
2523,0.65,0.024,0.334,0.299,0.069,0.128,0.003,0.146,43.754,-79.408,1
2524,0.529,0.089,0.194,0.304,0.066,0.203,0.052,0.145,43.754,-79.36,1
2525,0.633,0.012,0.189,0.333,0.04,0.34,0.084,0.086,43.754,-79.351,1
2526,0.847,0.033,0.159,0.335,0.05,0.312,0.047,0.111,43.754,-79.35,1
2527,0.874,0.0,0.1,0.367,0.0,0.333,0.3,0.2,43.754,-79.313,2
2528,0.768,0.027,0.281,0.313,0.06,0.144,0.023,0.175,43.754,-79.298,2
2529,0.78,0.021,0.2,0.383,0.057,0.202,0.111,0.137,43.754,-79.266,1
2530,0.28,0.03,0.102,0.308,0.064,0.294,0.044,0.203,43.754,-79.251,2
2531,0.506,0.005,0.037,0.494,0.039,0.376,0.076,0.048,43.754,-79.25,1
2532,0.927,0.033,0.215,0.383,0.06,0.195,0.048,0.113,43.754,-79.245,1
2533,0.438,0.008,0.484,0.167,0.034,0.164,0.048,0.142,43.755,-79.615,2
2534,0.413,0.005,0.413,0.274,0.05,0.136,0.038,0.122,43.755,-79.614,4
2535,0.729,0.018,0.428,0.231,0.046,0.207,0.069,0.07,43.755,-79.612,1
2536,0.612,0.0,0.518,0.177,0.017,0.159,0.066,0.129,43.755,-79.604,1
2537,0.399,0.014,0.202,0.358,0.098,0.179,0.011,0.15,43.755,-79.601,1
2538,0.481,0.018,0.213,0.386,0.065,0.17,0.031,0.148,43.755,-79.527,1
2539,0.297,0.031,0.381,0.292,0.046,0.089,0.022,0.162,43.755,-79.524,6
2540,0.452,0.008,0.125,0.365,0.036,0.126,0.032,0.34,43.755,-79.459,1
2541,0.588,0.024,0.137,0.46,0.052,0.216,0.056,0.111,43.755,-79.441,2
2542,0.554,0.023,0.118,0.44,0.057,0.245,0.059,0.117,43.755,-79.44,1
2543,0.47,0.019,0.19,0.455,0.039,0.18,0.074,0.117,43.755,-79.439,1
2544,0.502,0.021,0.131,0.283,0.08,0.285,0.036,0.199,43.755,-79.438,6
2545,0.226,0.023,0.197,0.208,0.074,0.436,0.049,0.062,43.755,-79.436,1
2546,0.544,0.061,0.188,0.351,0.082,0.207,0.059,0.111,43.755,-79.36,1
2547,0.477,0.04,0.139,0.401,0.053,0.246,0.025,0.121,43.755,-79.35,1
2548,0.599,0.046,0.164,0.308,0.041,0.332,0.019,0.11,43.755,-79.347,1
2549,0.319,0.04,0.22,0.353,0.073,0.171,0.045,0.143,43.755,-79.314,2
2550,0.779,0.041,0.174,0.402,0.065,0.206,0.021,0.111,43.755,-79.266,1
2551,0.462,0.02,0.101,0.551,0.049,0.178,0.038,0.101,43.755,-79.247,1
2552,0.365,0.02,0.112,0.432,0.072,0.261,0.051,0.103,43.755,-79.246,2
2553,0.784,0.036,0.209,0.359,0.062,0.221,0.058,0.113,43.755,-79.245,7
2554,0.314,0.0,0.106,0.34,0.069,0.303,0.177,0.183,43.755,-79.243,1
2555,0.315,0.016,0.023,0.371,0.061,0.143,0.169,0.386,43.755,-79.221,1
2556,0.271,0.332,0.013,0.241,0.009,0.309,0.019,0.096,43.755,-79.2,1
2557,0.988,0.019,0.212,0.272,0.048,0.267,0.023,0.183,43.756,-79.599,1
2558,0.667,0.003,0.31,0.255,0.132,0.099,0.019,0.2,43.756,-79.551,2
2559,1.061,0.013,0.311,0.229,0.084,0.185,0.033,0.178,43.756,-79.543,1
2560,0.606,0.015,0.156,0.378,0.073,0.224,0.105,0.155,43.756,-79.522,1
2561,0.648,0.008,0.509,0.145,0.063,0.125,0.048,0.15,43.756,-79.519,3
2562,0.483,0.015,0.171,0.38,0.124,0.172,0.039,0.139,43.756,-79.517,1
2563,0.328,0.02,0.137,0.235,0.0,0.431,0.039,0.176,43.756,-79.508,1
2564,0.627,0.001,0.106,0.424,0.067,0.13,0.033,0.273,43.756,-79.446,1
2565,0.461,0.025,0.183,0.375,0.079,0.246,0.099,0.092,43.756,-79.438,2
2566,0.479,0.05,0.204,0.358,0.067,0.188,0.036,0.133,43.756,-79.409,1
2567,0.771,0.029,0.147,0.308,0.155,0.245,0.017,0.116,43.756,-79.341,1
2568,0.491,0.021,0.255,0.338,0.063,0.194,0.123,0.129,43.756,-79.314,1
2569,0.607,0.078,0.306,0.266,0.096,0.124,0.029,0.129,43.756,-79.277,1
2570,0.34,0.002,0.068,0.57,0.063,0.263,0.104,0.034,43.756,-79.266,1
2571,0.303,0.034,0.021,0.614,0.019,0.126,0.089,0.185,43.756,-79.229,2
2572,0.163,0.01,0.193,0.481,0.047,0.132,0.006,0.137,43.757,-79.603,1
2573,0.378,0.018,0.126,0.379,0.073,0.273,0.024,0.131,43.757,-79.602,1
2574,0.734,0.003,0.339,0.147,0.15,0.046,0.026,0.315,43.757,-79.553,1
2575,0.774,0.006,0.199,0.455,0.042,0.163,0.149,0.135,43.757,-79.519,1
2576,0.578,0.012,0.18,0.468,0.051,0.169,0.048,0.121,43.757,-79.517,1
2577,0.547,0.004,0.174,0.345,0.022,0.267,0.059,0.189,43.757,-79.464,1
2578,0.355,0.028,0.13,0.375,0.109,0.225,0.133,0.132,43.757,-79.413,1
2579,0.583,0.03,0.305,0.263,0.046,0.177,0.093,0.178,43.757,-79.409,2
2580,0.434,0.034,0.127,0.364,0.081,0.282,0.056,0.11,43.757,-79.341,1
2581,0.45,0.043,0.169,0.391,0.077,0.174,0.016,0.147,43.757,-79.315,2
2582,0.287,0.039,0.097,0.446,0.077,0.232,0.052,0.109,43.757,-79.31,1
2583,0.461,0.03,0.129,0.495,0.042,0.185,0.067,0.119,43.757,-79.235,1
2584,0.343,0.022,0.194,0.404,0.059,0.181,0.042,0.14,43.757,-79.224,1
2585,0.287,0.014,0.082,0.401,0.102,0.276,0.037,0.125,43.757,-79.214,1
2586,0.549,0.075,0.129,0.446,0.075,0.164,0.059,0.11,43.757,-79.199,1
2587,0.67,0.003,0.091,0.196,0.076,0.508,0.105,0.126,43.757,-79.195,1
2588,0.481,0.008,0.5,0.188,0.055,0.087,0.004,0.163,43.758,-79.602,1
2589,0.514,0.012,0.282,0.118,0.182,0.256,0.031,0.151,43.758,-79.559,1
2590,0.642,0.018,0.142,0.476,0.046,0.188,0.077,0.129,43.758,-79.521,2
2591,0.55,0.015,0.225,0.448,0.054,0.141,0.078,0.117,43.758,-79.518,1
2592,0.648,0.01,0.153,0.493,0.047,0.177,0.059,0.118,43.758,-79.513,3
2593,0.554,0.007,0.098,0.538,0.024,0.25,0.1,0.084,43.758,-79.512,1
2594,0.542,0.004,0.1,0.484,0.017,0.271,0.098,0.125,43.758,-79.511,1
2595,0.296,0.014,0.184,0.387,0.045,0.224,0.035,0.146,43.758,-79.425,1
2596,0.205,0.005,0.177,0.286,0.006,0.398,0.026,0.129,43.758,-79.424,1
2597,0.481,0.002,0.152,0.291,0.01,0.362,0.078,0.183,43.758,-79.422,3
2598,0.46,0.067,0.129,0.399,0.076,0.207,0.049,0.122,43.758,-79.41,3
2599,0.579,0.042,0.159,0.426,0.059,0.172,0.013,0.143,43.758,-79.335,1
2600,0.451,0.024,0.12,0.459,0.075,0.219,0.029,0.103,43.758,-79.334,1
2601,0.454,0.063,0.165,0.402,0.096,0.129,0.038,0.146,43.758,-79.313,1
2602,0.492,0.041,0.225,0.366,0.093,0.151,0.072,0.123,43.758,-79.312,1
2603,0.333,0.021,0.144,0.226,0.052,0.467,0.185,0.09,43.758,-79.311,2
2604,0.49,0.042,0.148,0.368,0.065,0.275,0.059,0.103,43.758,-79.31,1
2605,0.37,0.018,0.081,0.479,0.086,0.251,0.044,0.085,43.758,-79.267,1
2606,0.453,0.042,0.097,0.478,0.059,0.201,0.005,0.124,43.758,-79.257,2
2607,1.053,0.031,0.225,0.376,0.071,0.178,0.025,0.119,43.758,-79.246,1
2608,0.383,0.032,0.155,0.388,0.069,0.198,0.058,0.159,43.758,-79.233,2
2609,0.48,0.031,0.042,0.343,0.18,0.285,0.117,0.119,43.758,-79.23,1
2610,0.472,0.018,0.124,0.281,0.068,0.409,0.03,0.1,43.758,-79.197,1
2611,0.0,0.01,0.62,0.111,0.034,0.053,0.0,0.173,43.762,-79.579,1
2612,0.466,0.003,0.09,0.649,0.03,0.166,0.159,0.062,43.762,-79.518,2
2613,0.407,0.006,0.055,0.351,0.043,0.436,0.08,0.109,43.762,-79.503,1
2614,0.689,0.035,0.272,0.384,0.086,0.131,0.046,0.092,43.762,-79.49,2
2615,0.658,0.051,0.185,0.361,0.079,0.203,0.028,0.122,43.762,-79.411,1
2616,0.349,0.077,0.158,0.333,0.038,0.292,0.081,0.102,43.762,-79.408,1
2617,0.464,0.057,0.07,0.433,0.039,0.304,0.025,0.098,43.762,-79.406,1
2618,0.38,0.0,0.203,0.125,0.056,0.478,0.081,0.138,43.762,-79.361,3
2619,0.332,0.005,0.082,0.419,0.092,0.308,0.049,0.095,43.762,-79.328,1
2620,0.408,0.004,0.109,0.246,0.034,0.299,0.18,0.309,43.762,-79.294,1
2621,0.369,0.421,0.119,0.178,0.012,0.161,0.034,0.109,43.762,-79.279,2
2622,0.463,0.032,0.086,0.479,0.058,0.238,0.037,0.107,43.762,-79.258,1
2623,0.304,0.025,0.17,0.386,0.056,0.226,0.031,0.138,43.762,-79.226,1
2624,0.398,0.03,0.014,0.506,0.044,0.32,0.075,0.085,43.762,-79.222,1
2625,0.272,0.0,0.0,0.682,0.0,0.227,0.091,0.091,43.762,-79.211,3
2626,0.374,0.012,0.115,0.539,0.042,0.194,0.126,0.098,43.762,-79.194,1
2627,0.359,0.006,0.076,0.467,0.042,0.291,0.086,0.118,43.763,-79.521,1
2628,0.527,0.023,0.289,0.348,0.059,0.138,0.033,0.143,43.763,-79.491,1
2629,0.391,0.039,0.12,0.366,0.025,0.133,0.085,0.316,43.763,-79.49,4
2630,0.475,0.022,0.267,0.329,0.101,0.194,0.038,0.086,43.763,-79.412,1
2631,0.498,0.05,0.226,0.33,0.074,0.186,0.02,0.136,43.763,-79.411,1
2632,0.255,0.0,0.012,0.162,0.038,0.764,0.045,0.024,43.763,-79.397,1
2633,0.804,0.042,0.29,0.32,0.067,0.14,0.01,0.14,43.763,-79.387,1
2634,0.342,0.03,0.118,0.546,0.063,0.154,0.021,0.09,43.763,-79.317,3
2635,0.468,0.051,0.21,0.313,0.055,0.148,0.038,0.223,43.763,-79.301,5
2636,0.437,0.029,0.176,0.437,0.067,0.129,0.065,0.161,43.763,-79.291,3
2637,0.579,0.014,0.029,0.304,0.14,0.366,0.064,0.147,43.763,-79.258,1
2638,0.286,0.028,0.225,0.384,0.068,0.17,0.001,0.125,43.763,-79.248,1
2639,0.412,0.042,0.103,0.429,0.043,0.205,0.028,0.177,43.763,-79.209,1
2640,0.255,0.0,0.011,0.591,0.032,0.29,0.032,0.075,43.763,-79.205,2
2641,0.416,0.02,0.258,0.348,0.055,0.145,0.027,0.173,43.764,-79.574,3
2642,0.373,0.009,0.133,0.25,0.02,0.299,0.072,0.289,43.764,-79.573,1
2643,0.61,0.009,0.385,0.231,0.07,0.11,0.04,0.195,43.764,-79.545,1
2644,0.524,0.016,0.133,0.422,0.084,0.197,0.019,0.148,43.764,-79.501,1
2645,0.577,0.055,0.371,0.283,0.061,0.11,0.092,0.12,43.764,-79.488,2
2646,0.606,0.066,0.495,0.198,0.047,0.09,0.067,0.105,43.764,-79.485,1
2647,0.505,0.033,0.398,0.199,0.073,0.184,0.075,0.113,43.764,-79.476,1
2648,0.515,0.025,0.222,0.206,0.029,0.249,0.029,0.27,43.764,-79.44,1
2649,0.595,0.068,0.15,0.37,0.087,0.187,0.016,0.137,43.764,-79.387,2
2650,0.0,0.3,0.0,0.2,0.0,0.3,0.0,0.2,43.764,-79.343,1
2651,0.343,0.041,0.157,0.425,0.081,0.177,0.02,0.12,43.764,-79.318,2
2652,0.48,0.024,0.161,0.435,0.047,0.168,0.033,0.165,43.764,-79.287,1
2653,0.797,0.079,0.269,0.185,0.235,0.123,0.032,0.109,43.764,-79.28,1
2654,0.42,0.021,0.162,0.451,0.055,0.178,0.009,0.133,43.764,-79.248,1
2655,0.414,0.028,0.094,0.484,0.049,0.217,0.059,0.128,43.764,-79.205,1
2656,0.713,0.024,0.089,0.481,0.041,0.24,0.044,0.125,43.764,-79.204,1
2657,0.64,0.015,0.092,0.389,0.043,0.322,0.246,0.139,43.764,-79.192,1
2658,0.6,0.012,0.143,0.421,0.029,0.269,0.144,0.126,43.764,-79.184,1
2659,0.669,0.014,0.23,0.426,0.045,0.15,0.006,0.134,43.765,-79.519,1
2660,0.515,0.023,0.174,0.379,0.048,0.293,0.057,0.085,43.765,-79.496,1
2661,0.335,0.118,0.215,0.245,0.04,0.229,0.036,0.154,43.765,-79.491,1
2662,0.723,0.057,0.383,0.192,0.075,0.212,0.117,0.08,43.765,-79.482,2
2663,0.598,0.046,0.267,0.288,0.069,0.185,0.011,0.145,43.765,-79.466,1
2664,0.337,0.022,0.07,0.53,0.081,0.174,0.001,0.123,43.765,-79.425,1
2665,0.41,0.035,0.246,0.324,0.086,0.189,0.025,0.119,43.765,-79.412,1
2666,0.457,0.037,0.343,0.23,0.044,0.193,0.022,0.153,43.765,-79.411,1
2667,0.489,0.058,0.18,0.32,0.072,0.269,0.039,0.102,43.765,-79.409,2
2668,0.576,0.028,0.125,0.486,0.052,0.148,0.021,0.161,43.765,-79.291,1
2669,0.404,0.037,0.176,0.391,0.058,0.154,0.013,0.184,43.765,-79.283,1
2670,0.571,0.06,0.155,0.445,0.08,0.109,0.108,0.151,43.765,-79.282,1
2671,0.608,0.145,0.212,0.343,0.086,0.104,0.052,0.111,43.765,-79.281,6
2672,0.465,0.066,0.096,0.349,0.107,0.322,0.138,0.06,43.765,-79.218,1
2673,0.416,0.155,0.059,0.261,0.052,0.151,0.044,0.323,43.765,-79.199,2
2674,0.619,0.01,0.075,0.541,0.068,0.197,0.112,0.11,43.765,-79.191,1
2675,0.658,0.002,0.497,0.289,0.017,0.059,0.068,0.137,43.765,-79.17,1
2676,0.734,0.004,0.461,0.246,0.05,0.089,0.028,0.15,43.766,-79.564,1
2677,0.432,0.0,0.23,0.304,0.007,0.303,0.081,0.157,43.766,-79.526,1
2678,0.826,0.036,0.281,0.286,0.078,0.182,0.009,0.136,43.766,-79.466,1
2679,0.385,0.005,0.133,0.346,0.07,0.277,0.031,0.169,43.766,-79.458,1
2680,0.364,0.036,0.155,0.348,0.053,0.304,0.05,0.103,43.766,-79.415,1
2681,0.495,0.019,0.067,0.39,0.06,0.314,0.111,0.151,43.766,-79.414,1
2682,0.438,0.064,0.124,0.409,0.085,0.201,0.051,0.117,43.766,-79.388,1
2683,0.615,0.032,0.321,0.32,0.053,0.136,0.001,0.138,43.766,-79.375,1
2684,0.259,0.024,0.125,0.348,0.077,0.31,0.011,0.115,43.766,-79.319,1
2685,0.42,0.024,0.215,0.33,0.053,0.281,0.046,0.098,43.766,-79.195,1
2686,0.365,0.001,0.325,0.316,0.022,0.158,0.039,0.177,43.767,-79.56,1
2687,0.53,0.001,0.284,0.318,0.147,0.168,0.038,0.082,43.767,-79.557,1
2688,0.401,0.01,0.357,0.305,0.049,0.139,0.009,0.14,43.767,-79.52,1
2689,0.534,0.024,0.347,0.328,0.06,0.107,0.042,0.135,43.767,-79.492,1
2690,0.334,0.101,0.299,0.171,0.037,0.321,0.108,0.071,43.767,-79.491,2
2691,0.613,0.025,0.277,0.303,0.079,0.234,0.082,0.082,43.767,-79.471,1
2692,0.47,0.023,0.133,0.434,0.065,0.244,0.041,0.101,43.767,-79.415,1
2693,0.515,0.058,0.231,0.346,0.069,0.173,0.029,0.123,43.767,-79.412,1
2694,0.558,0.126,0.058,0.478,0.034,0.244,0.088,0.059,43.767,-79.401,1
2695,0.367,0.063,0.144,0.396,0.086,0.202,0.049,0.109,43.767,-79.388,1
2696,0.331,0.021,0.152,0.108,0.099,0.35,0.034,0.27,43.767,-79.384,1
2697,0.57,0.013,0.069,0.181,0.137,0.41,0.059,0.189,43.767,-79.383,3
2698,0.527,0.052,0.186,0.325,0.057,0.245,0.059,0.135,43.767,-79.363,1
2699,0.99,0.022,0.146,0.488,0.05,0.151,0.052,0.144,43.767,-79.292,1
2700,0.584,0.007,0.09,0.396,0.057,0.304,0.054,0.146,43.767,-79.285,1
2701,0.353,0.015,0.092,0.383,0.078,0.339,0.104,0.093,43.767,-79.273,1
2702,0.531,0.02,0.299,0.326,0.059,0.186,0.047,0.109,43.767,-79.271,3
2703,0.795,0.022,0.084,0.431,0.046,0.297,0.052,0.119,43.767,-79.239,2
2704,0.347,0.043,0.184,0.369,0.053,0.201,0.047,0.149,43.767,-79.228,2
2705,0.518,0.05,0.056,0.502,0.056,0.24,0.018,0.096,43.767,-79.207,1
2706,0.47,0.008,0.15,0.515,0.013,0.124,0.102,0.189,43.767,-79.189,5
2707,0.378,0.0,0.13,0.184,0.08,0.323,0.046,0.283,43.767,-79.181,1
2708,0.615,0.004,0.166,0.421,0.09,0.199,0.081,0.121,43.771,-79.54,1
2709,0.055,0.135,0.047,0.125,0.0,0.694,0.01,0.0,43.771,-79.538,1
2710,0.702,0.005,0.172,0.518,0.033,0.142,0.01,0.13,43.771,-79.524,1
2711,0.505,0.034,0.226,0.389,0.069,0.179,0.005,0.103,43.771,-79.455,1
2712,0.484,0.003,0.116,0.186,0.04,0.586,0.133,0.069,43.771,-79.454,1
2713,0.494,0.044,0.233,0.313,0.062,0.242,0.028,0.106,43.771,-79.413,2
2714,0.497,0.008,0.068,0.305,0.097,0.355,0.048,0.166,43.771,-79.377,1
2715,0.396,0.128,0.11,0.193,0.032,0.317,0.088,0.219,43.771,-79.367,1
2716,0.451,0.038,0.13,0.381,0.071,0.249,0.072,0.132,43.771,-79.364,1
2717,0.46,0.063,0.121,0.478,0.065,0.152,0.042,0.121,43.771,-79.321,2
2718,0.398,0.008,0.184,0.262,0.06,0.341,0.109,0.144,43.771,-79.285,1
2719,0.493,0.04,0.285,0.313,0.065,0.176,0.036,0.121,43.771,-79.283,1
2720,0.196,0.021,0.077,0.778,0.0,0.082,0.056,0.042,43.771,-79.275,1
2721,0.394,0.008,0.251,0.377,0.092,0.188,0.058,0.085,43.771,-79.253,1
2722,0.438,0.031,0.238,0.38,0.066,0.165,0.004,0.12,43.771,-79.251,1
2723,0.175,0.016,0.38,0.287,0.029,0.186,0.001,0.101,43.771,-79.229,1
2724,0.31,0.02,0.022,0.307,0.065,0.519,0.112,0.067,43.771,-79.212,1
2725,0.402,0.024,0.107,0.467,0.072,0.166,0.056,0.164,43.771,-79.186,1
2726,0.89,0.024,0.173,0.394,0.076,0.177,0.011,0.157,43.771,-79.173,1
2727,0.697,0.053,0.31,0.16,0.048,0.168,0.023,0.262,43.772,-79.537,1
2728,0.572,0.019,0.306,0.377,0.058,0.142,0.103,0.098,43.772,-79.448,3
2729,0.447,0.011,0.321,0.165,0.132,0.278,0.073,0.092,43.772,-79.447,1
2730,0.428,0.048,0.351,0.287,0.049,0.172,0.053,0.092,43.772,-79.413,1
2731,0.239,0.009,0.079,0.286,0.107,0.35,0.014,0.169,43.772,-79.377,1
2732,0.496,0.039,0.114,0.42,0.071,0.251,0.01,0.105,43.772,-79.346,1
2733,0.409,0.063,0.213,0.245,0.037,0.299,0.051,0.144,43.772,-79.336,1
2734,0.477,0.009,0.347,0.235,0.028,0.299,0.09,0.081,43.772,-79.272,1
2735,0.51,0.039,0.163,0.432,0.064,0.182,0.045,0.12,43.772,-79.251,8
2736,0.533,0.023,0.147,0.394,0.116,0.135,0.095,0.183,43.772,-79.166,1
2737,0.467,0.0,0.012,0.797,0.024,0.126,0.185,0.041,43.772,-79.165,1
2738,0.787,0.003,0.391,0.304,0.049,0.085,0.038,0.168,43.772,-79.16,1
2739,0.581,0.022,0.19,0.318,0.196,0.194,0.148,0.08,43.773,-79.531,1
2740,0.477,0.001,0.182,0.149,0.178,0.42,0.078,0.07,43.773,-79.529,1
2741,0.448,0.016,0.261,0.345,0.044,0.188,0.053,0.145,43.773,-79.525,1
2742,0.438,0.016,0.144,0.341,0.048,0.291,0.041,0.161,43.773,-79.442,4
2743,0.359,0.011,0.147,0.331,0.067,0.334,0.11,0.11,43.773,-79.421,1
2744,0.648,0.033,0.375,0.186,0.043,0.283,0.111,0.08,43.773,-79.413,2
2745,0.297,0.026,0.077,0.426,0.058,0.336,0.044,0.077,43.773,-79.403,2
2746,0.407,0.006,0.073,0.365,0.114,0.304,0.043,0.137,43.773,-79.353,3
2747,0.312,0.038,0.113,0.363,0.066,0.302,0.019,0.119,43.773,-79.346,1
2748,0.653,0.044,0.15,0.402,0.073,0.202,0.025,0.13,43.773,-79.322,1
2749,0.387,0.015,0.138,0.455,0.061,0.196,0.073,0.136,43.773,-79.305,1
2750,0.5,0.074,0.221,0.339,0.063,0.169,0.049,0.134,43.773,-79.283,4
2751,0.605,0.075,0.204,0.404,0.059,0.149,0.056,0.108,43.773,-79.282,1
2752,0.32,0.006,0.652,0.107,0.014,0.165,0.069,0.056,43.773,-79.268,1
2753,0.579,0.069,0.086,0.326,0.063,0.356,0.065,0.099,43.773,-79.246,2
2754,0.373,0.028,0.157,0.36,0.045,0.306,0.037,0.105,43.773,-79.23,3
2755,0.415,0.0,0.0,0.112,0.072,0.702,0.407,0.114,43.773,-79.183,1
2756,0.546,0.015,0.236,0.4,0.069,0.175,0.094,0.105,43.774,-79.527,1
2757,0.502,0.023,0.148,0.384,0.062,0.244,0.067,0.138,43.774,-79.443,2
2758,0.562,0.023,0.179,0.153,0.007,0.278,0.066,0.359,43.774,-79.438,2
2759,0.38,0.047,0.286,0.321,0.064,0.17,0.016,0.112,43.774,-79.414,1
2760,0.23,0.024,0.05,0.531,0.047,0.266,0.034,0.082,43.774,-79.404,1
2761,0.231,0.011,0.048,0.403,0.089,0.315,0.038,0.134,43.774,-79.389,2
2762,0.484,0.068,0.101,0.426,0.058,0.205,0.041,0.142,43.774,-79.353,1
2763,0.578,0.074,0.135,0.388,0.07,0.176,0.023,0.156,43.774,-79.351,1
